model,model_label,model_sort_key,example_id,layer,delta_name,delta,think_correct,no_think_correct
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,13,think_answer_minus_no_think_answer,-0.7307109832763672,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,13,thinking_minus_think_answer,-1.4049348831176776,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,13,thinking_minus_no_think_answer,-2.1356458663940447,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,20,think_answer_minus_no_think_answer,0.5128860473632812,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,20,thinking_minus_think_answer,-4.131662368774414,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000031,20,thinking_minus_no_think_answer,-3.618776321411133,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,6,think_answer_minus_no_think_answer,2.9161128997802734,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,6,thinking_minus_think_answer,-4.193989753723146,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,6,thinking_minus_no_think_answer,-1.2778768539428729,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,13,think_answer_minus_no_think_answer,1.2820730209350586,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,13,thinking_minus_think_answer,-0.8859329223632795,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,13,thinking_minus_no_think_answer,0.3961400985717791,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,20,think_answer_minus_no_think_answer,0.15895080566406428,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,20,thinking_minus_think_answer,-1.1338911056518572,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000042,20,thinking_minus_no_think_answer,-0.974940299987793,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,6,think_answer_minus_no_think_answer,0.9410629272460938,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,6,thinking_minus_think_answer,-3.2574644088745117,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,6,thinking_minus_no_think_answer,-2.316401481628418,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,13,think_answer_minus_no_think_answer,1.7286434173583984,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,13,thinking_minus_think_answer,-3.260586738586426,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,13,thinking_minus_no_think_answer,-1.5319433212280273,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,20,think_answer_minus_no_think_answer,1.0566120147705078,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,20,thinking_minus_think_answer,-2.938349723815918,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000044,20,thinking_minus_no_think_answer,-1.8817377090454102,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,6,think_answer_minus_no_think_answer,-1.164809226989746,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,6,thinking_minus_think_answer,-4.7635698318481445,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,6,thinking_minus_no_think_answer,-5.928379058837891,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,13,think_answer_minus_no_think_answer,0.7131195068359375,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,13,thinking_minus_think_answer,-2.7959280014038086,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,13,thinking_minus_no_think_answer,-2.082808494567871,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,20,think_answer_minus_no_think_answer,1.2393159866333008,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,20,thinking_minus_think_answer,-6.020232677459717,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000054,20,thinking_minus_no_think_answer,-4.780916690826416,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,6,think_answer_minus_no_think_answer,2.9562835693359393,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,6,thinking_minus_think_answer,-5.69108772277832,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,6,thinking_minus_no_think_answer,-2.734804153442381,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,13,think_answer_minus_no_think_answer,1.4847555160522443,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,13,thinking_minus_think_answer,-1.9137163162231445,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,13,thinking_minus_no_think_answer,-0.4289608001709002,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,20,think_answer_minus_no_think_answer,0.3899688720703125,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,20,thinking_minus_think_answer,-0.9688129425048828,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000088,20,thinking_minus_no_think_answer,-0.5788440704345703,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,6,think_answer_minus_no_think_answer,2.8878955841064453,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,6,thinking_minus_think_answer,-0.8559665679931641,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,6,thinking_minus_no_think_answer,2.0319290161132812,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,13,think_answer_minus_no_think_answer,0.7642974853515625,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,13,thinking_minus_think_answer,-0.3564300537109393,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,13,thinking_minus_no_think_answer,0.4078674316406232,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,20,think_answer_minus_no_think_answer,0.41739845275879084,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,20,thinking_minus_think_answer,-0.7397298812866229,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000099,20,thinking_minus_no_think_answer,-0.32233142852783203,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,6,think_answer_minus_no_think_answer,0.03098773956298828,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,6,thinking_minus_think_answer,-2.892033576965332,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,6,thinking_minus_no_think_answer,-2.8610458374023438,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,13,think_answer_minus_no_think_answer,0.24290847778320312,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,13,thinking_minus_think_answer,-1.076708793640135,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,13,thinking_minus_no_think_answer,-0.8338003158569318,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,20,think_answer_minus_no_think_answer,-0.009900093078613281,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,20,thinking_minus_think_answer,-0.9747409820556641,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000109,20,thinking_minus_no_think_answer,-0.9846410751342773,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,6,think_answer_minus_no_think_answer,2.5414791107177717,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,6,thinking_minus_think_answer,-2.1894512176513654,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,6,thinking_minus_no_think_answer,0.35202789306640625,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,13,think_answer_minus_no_think_answer,1.4574546813964862,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,13,thinking_minus_think_answer,-1.016350746154787,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,13,thinking_minus_no_think_answer,0.4411039352416992,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,20,think_answer_minus_no_think_answer,1.523872375488283,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,20,thinking_minus_think_answer,-1.6053342819213885,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000118,20,thinking_minus_no_think_answer,-0.08146190643310547,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,6,think_answer_minus_no_think_answer,0.29427528381347656,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,6,thinking_minus_think_answer,-1.1656131744384766,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,6,thinking_minus_no_think_answer,-0.871337890625,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,13,think_answer_minus_no_think_answer,1.06270122528076,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,13,thinking_minus_think_answer,-0.589988708496092,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,13,thinking_minus_no_think_answer,0.47271251678466797,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,20,think_answer_minus_no_think_answer,1.7130632400512695,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,20,thinking_minus_think_answer,-1.6278190612792969,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000133,20,thinking_minus_no_think_answer,0.08524417877197266,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,6,think_answer_minus_no_think_answer,-0.7445516586303693,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,6,thinking_minus_think_answer,-5.185381889343262,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,6,thinking_minus_no_think_answer,-5.929933547973631,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,13,think_answer_minus_no_think_answer,0.066891670227049,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,13,thinking_minus_think_answer,-0.9037942886352521,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,13,thinking_minus_no_think_answer,-0.8369026184082031,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,20,think_answer_minus_no_think_answer,0.03720664978027344,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,20,thinking_minus_think_answer,-2.1401939392089844,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000150,20,thinking_minus_no_think_answer,-2.102987289428711,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,6,think_answer_minus_no_think_answer,1.5553178787231445,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,6,thinking_minus_think_answer,-4.830465316772461,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,6,thinking_minus_no_think_answer,-3.2751474380493164,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,13,think_answer_minus_no_think_answer,1.6281452178955078,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,13,thinking_minus_think_answer,-3.6164622306823757,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,13,thinking_minus_no_think_answer,-1.988317012786868,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,20,think_answer_minus_no_think_answer,-1.3593664169311506,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,20,thinking_minus_think_answer,-3.4214062690734863,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000182,20,thinking_minus_no_think_answer,-4.780772686004637,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,6,think_answer_minus_no_think_answer,-5.927210807800295,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,6,thinking_minus_think_answer,-0.8655290603637678,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,6,thinking_minus_no_think_answer,-6.7927398681640625,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,13,think_answer_minus_no_think_answer,-1.09797954559326,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,13,thinking_minus_think_answer,-1.7311677932739276,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,13,thinking_minus_no_think_answer,-2.8291473388671875,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,20,think_answer_minus_no_think_answer,-0.5630054473876953,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,20,thinking_minus_think_answer,-2.7559070587158203,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000199,20,thinking_minus_no_think_answer,-3.3189125061035156,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,6,think_answer_minus_no_think_answer,5.988600730895996,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,6,thinking_minus_think_answer,-7.3140411376953125,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,6,thinking_minus_no_think_answer,-1.3254404067993164,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,13,think_answer_minus_no_think_answer,1.9591140747070295,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,13,thinking_minus_think_answer,-2.5569906234741193,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,13,thinking_minus_no_think_answer,-0.5978765487670898,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,20,think_answer_minus_no_think_answer,2.3775463104248065,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,20,thinking_minus_think_answer,-4.455114364624025,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000247,20,thinking_minus_no_think_answer,-2.0775680541992188,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,6,think_answer_minus_no_think_answer,1.7112932205200195,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,6,thinking_minus_think_answer,-1.971919059753418,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,6,thinking_minus_no_think_answer,-0.26062583923339844,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,13,think_answer_minus_no_think_answer,0.6296691894531268,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,13,thinking_minus_think_answer,-1.735811233520506,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,13,thinking_minus_no_think_answer,-1.1061420440673793,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,20,think_answer_minus_no_think_answer,1.1546707153320295,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,20,thinking_minus_think_answer,-1.0005283355712908,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000254,20,thinking_minus_no_think_answer,0.15414237976073863,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,6,think_answer_minus_no_think_answer,-0.8246011734008771,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,6,thinking_minus_think_answer,-1.3659877777099627,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,6,thinking_minus_no_think_answer,-2.19058895111084,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,13,think_answer_minus_no_think_answer,2.3207778930664062,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,13,thinking_minus_think_answer,-1.747262954711914,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,13,thinking_minus_no_think_answer,0.5735149383544922,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,20,think_answer_minus_no_think_answer,1.0175743103027344,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,20,thinking_minus_think_answer,-1.5847139358520526,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000257,20,thinking_minus_no_think_answer,-0.5671396255493182,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,6,think_answer_minus_no_think_answer,-0.3973703384399414,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,6,thinking_minus_think_answer,-1.7957639694213867,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,6,thinking_minus_no_think_answer,-2.193134307861328,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,13,think_answer_minus_no_think_answer,0.4440727233886719,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,13,thinking_minus_think_answer,-1.7109031677246112,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,13,thinking_minus_no_think_answer,-1.2668304443359393,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,20,think_answer_minus_no_think_answer,-1.5923967361450178,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,20,thinking_minus_think_answer,-2.1347742080688494,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000273,20,thinking_minus_no_think_answer,-3.727170944213867,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,6,think_answer_minus_no_think_answer,-0.651481628417967,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,6,thinking_minus_think_answer,-2.2234144210815447,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,6,thinking_minus_no_think_answer,-2.8748960494995117,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,13,think_answer_minus_no_think_answer,0.47865772247314275,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,13,thinking_minus_think_answer,-1.4747848510742188,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,13,thinking_minus_no_think_answer,-0.996127128601076,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,20,think_answer_minus_no_think_answer,1.0633573532104492,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,20,thinking_minus_think_answer,-3.435094833374025,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000300,20,thinking_minus_no_think_answer,-2.371737480163576,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,6,think_answer_minus_no_think_answer,-0.22184658050537287,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,6,thinking_minus_think_answer,-5.665044784545898,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,6,thinking_minus_no_think_answer,-5.886891365051271,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,13,think_answer_minus_no_think_answer,0.8928709030151385,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,13,thinking_minus_think_answer,-3.0716457366943377,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,13,thinking_minus_no_think_answer,-2.178774833679199,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,20,think_answer_minus_no_think_answer,1.1853342056274414,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,20,thinking_minus_think_answer,-3.3463993072509766,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000304,20,thinking_minus_no_think_answer,-2.161065101623535,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,6,think_answer_minus_no_think_answer,0.38811683654785156,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,6,thinking_minus_think_answer,-7.262937545776367,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,6,thinking_minus_no_think_answer,-6.874820709228516,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,13,think_answer_minus_no_think_answer,0.7201967239379883,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,13,thinking_minus_think_answer,-4.20346736907959,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,13,thinking_minus_no_think_answer,-3.4832706451416016,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,20,think_answer_minus_no_think_answer,0.2964935302734375,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,20,thinking_minus_think_answer,-5.347713947296143,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000307,20,thinking_minus_no_think_answer,-5.051220417022705,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,6,think_answer_minus_no_think_answer,0.9078159332275408,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,6,thinking_minus_think_answer,-4.086783409118652,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,6,thinking_minus_no_think_answer,-3.1789674758911115,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,13,think_answer_minus_no_think_answer,0.09291744232177734,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,13,thinking_minus_think_answer,-1.1996746063232422,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,13,thinking_minus_no_think_answer,-1.1067571640014648,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,20,think_answer_minus_no_think_answer,1.002943038940428,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,20,thinking_minus_think_answer,-2.583958625793457,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000325,20,thinking_minus_no_think_answer,-1.5810155868530291,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,6,think_answer_minus_no_think_answer,2.1247100830078143,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,6,thinking_minus_think_answer,-1.567552566528322,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,6,thinking_minus_no_think_answer,0.5571575164794922,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,13,think_answer_minus_no_think_answer,0.5903377532958984,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,13,thinking_minus_think_answer,-0.07785701751709162,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,13,thinking_minus_no_think_answer,0.5124807357788068,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,20,think_answer_minus_no_think_answer,-0.5224609375,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,20,thinking_minus_think_answer,-0.21654796600341442,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000351,20,thinking_minus_no_think_answer,-0.7390089035034144,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,6,think_answer_minus_no_think_answer,4.961667060852049,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,6,thinking_minus_think_answer,-6.2475385665893555,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,6,thinking_minus_no_think_answer,-1.2858715057373065,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,13,think_answer_minus_no_think_answer,0.20132923126220525,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,13,thinking_minus_think_answer,-1.1744422912597638,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_000361,13,thinking_minus_no_think_answer,-0.9731130599975586,False,False
