model,model_label,model_sort_key,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,cross_model,40,40,1.1351509809494018,14.415638089179993,5.341950416564941,51.91216278076172,78.57343772968827,13.75644977276142,0.0,-0.3058299483322528,1.3488555431365974
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,cross_model,40,40,1.7326571941375732,10.506328129768372,5.915143966674805,23.04498291015625,13.759945886846037,10.325825764582707,0.0,1.3585276208272736,0.3954329490661621
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,cross_model,40,40,1.5059205293655396,11.285731387138366,6.441797733306885,24.573333740234375,12.67737402881101,11.138874873136862,0.0,2.9003544714392633,1.4314698696136468
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_001306,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,per_sample,53,53,1.1351509809494018,17.016683025180168,3.965609312057495,106.1618881225586,287.228468933952,16.05950511877354,0.0,10.258085256852448,6.017829060554504
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_001306,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,per_sample,53,53,1.7326571941375732,11.377098344406992,4.704158782958984,23.46938705444336,18.262865200345182,11.249556596462543,0.0,-0.17453387398389592,-1.1371063164302289
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,regular_gsm8k_nothink,gsm8k_test_001306,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,per_sample,53,53,1.5059205293655396,13.207522023398921,4.6555562019348145,45.69527053833008,64.32409652152933,12.970312952995302,0.0,6.5453997677977025,1.9973640782492499
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,29,29,1.1351509809494018,8.961286224167923,1.3626880645751953,188.8919677734375,1158.945324154801,5.7493130905287595,0.0,31.99789389084125,20.270745143294334
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,29,29,1.7326571941375732,4.787714851313624,1.6692478656768799,28.312435150146484,31.885661188258485,4.130219757556914,0.034482758620689655,-3.1408919531723587,-2.7576372176408768
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,29,29,1.5059205293655396,3.4674581453717988,1.7392586469650269,22.015581130981445,13.694422334270387,3.0739997753075183,0.0,1.2533044387554304,0.5811628252267838
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,37,37,1.1351509809494018,4.179227606670277,1.135674238204956,66.8443374633789,115.42364447193654,3.1989136768711943,0.0,4.474123639707717,2.447569811344146
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,37,37,1.7326571941375732,5.63889225753578,1.2899631261825562,68.08430480957031,125.61263363259708,4.627989855077532,0.4864864864864865,-0.4283250704259338,-1.452990937232972
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,37,37,1.5059205293655396,3.3605405027801925,1.145456075668335,30.069904327392578,25.55972661638511,2.856976969374551,0.35135135135135137,0.021214466854657155,-0.2900825381278995
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,64,64,1.1351509809494018,4.714585410431027,0.9139333963394165,161.4312286376953,393.0903767216798,3.452270990326295,0.3125,10.274433190089004,6.6520505882799625
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,64,64,1.7326571941375732,6.7367778439074755,1.0670177936553955,161.08212280273438,401.03039152378545,5.4384846403485305,0.40625,3.1636826577667976,1.183352954685688
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,64,64,1.5059205293655396,2.3711380809545517,1.1205077171325684,18.27983283996582,5.316709654305216,2.2145009532807367,0.296875,-0.5481890511054257,-0.46818459779024124
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,per_sample,45,45,1.1351509809494018,6.102130699157715,0.7116884589195251,160.77696228027344,560.7473885204685,4.2158045768737775,0.7111111111111111,11.78590682865917,7.014164090156554
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,per_sample,45,45,1.7326571941375732,7.525220999452803,0.7897542715072632,172.65237426757812,673.2372055157829,5.471125213937324,0.7333333333333333,7.740702234489329,4.059019108613333
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,short_cycle_repetition,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,per_sample,45,45,1.5059205293655396,3.1747775223520067,0.719038724899292,23.632463455200195,22.490074491618103,2.777960846369916,0.6444444444444445,-6.979320426263664,-5.340302174290022
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,115,115,1.1351509809494018,3.099748138759447,0.8257923126220703,137.55892944335938,160.52501896472393,2.5076163578451744,0.3130434782608696,4.268791882923873,2.60242314585324
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,115,115,1.7326571941375732,4.273767868332241,1.3402398824691772,67.72887420654297,53.127876525950384,4.09474921121932,0.23478260869565218,-5.723295170756831,-4.546030155543623
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,115,115,1.5059205293655396,2.9474229439445163,1.1285947561264038,31.33876609802246,9.536263061064572,2.810488725963392,0.28695652173913044,0.09737513880322035,-0.10391726576048788
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,115,115,1.1351509809494018,2.8674928297167237,0.8195471167564392,118.9048080444336,119.71700663300307,2.3552649862933595,0.30434782608695654,3.5938429354012813,2.193207442760467
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,per_sample,115,115,1.1351509809494018,2.8674928297167237,0.8195471167564392,118.9048080444336,119.71700663300307,2.3552649862933595,0.30434782608695654,3.5938429354012813,2.193207442760467
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,115,115,1.7326571941375732,3.7714700222015383,1.328106164932251,41.698829650878906,18.70166252247034,3.585347533226013,0.25217391304347825,-3.1742074112484637,-2.6146430105998597
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,per_sample,115,115,1.7326571941375732,3.7714700222015383,1.328106164932251,41.698829650878906,18.70166252247034,3.585347533226013,0.25217391304347825,-3.1742074112484637,-2.6146430105998597
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,115,115,1.5059205293655396,2.7825211234714673,1.1249809265136719,19.660964965820312,4.947909171545451,2.6954653932337176,0.2782608695652174,-0.49207196764681427,-0.46803001288709956
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,per_sample,115,115,1.5059205293655396,2.7825211234714673,1.1249809265136719,19.660964965820312,4.947909171545451,2.6954653932337176,0.2782608695652174,-0.49207196764681427,-0.46803001288709956
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,115,115,1.1351509809494018,3.0853741816852405,0.8208443522453308,141.81732177734375,170.55712465038016,2.474645277387219,0.2956521739130435,4.691312127885432,2.929408901724322
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,115,115,1.7326571941375732,3.8159918422284336,1.294627070426941,50.02599334716797,25.274039885569493,3.5941687937368436,0.25217391304347825,-2.9846397767717505,-2.576067723076919
Qwen_Qwen3-1.7B,1.7B,1.7,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,115,115,1.5059205293655396,2.8182429106339164,1.1002349853515625,22.759265899658203,6.236014655176027,2.7175729504802777,0.28695652173913044,-0.4378090310847413,-0.4874350777987777
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,6,cross_model,42,42,5.1519900321960455,15.023212160382952,4.238687992095947,73.08744049072266,153.09537756621708,14.18417286291355,0.11904761904761904,2.7148042659822913,-0.10980740460482608
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,13,cross_model,42,42,6.515721368789673,11.31052169345674,4.3104963302612305,22.8319149017334,21.504770704744164,11.203014048134408,0.11904761904761904,-0.18937599144108416,-2.100228916515004
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,20,cross_model,42,42,6.6000312805175785,12.344019537880307,5.610446453094482,33.94365310668945,30.253799104095908,12.111769571536927,0.047619047619047616,3.2517551108452127,0.9095900275490489
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,6,cross_model,59,59,5.1519900321960455,14.298163304894658,3.8098933696746826,89.56981658935547,153.44271956786486,13.556899288605003,0.11864406779661017,-1.0442817526348736,-0.9759064674377456
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,13,cross_model,59,59,6.515721368789673,11.357079287706796,4.025412559509277,29.428091049194336,23.82242841290437,11.204580940049272,0.1016949152542373,0.5159577272706093,0.10121924082438127
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,20,cross_model,59,59,6.6000312805175785,10.795148881815248,5.060696601867676,28.532550811767578,19.026643052196842,10.643366320379847,0.15254237288135594,0.5700105602458285,0.3346227645874027
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,6,cross_model,57,57,5.1519900321960455,13.943346993965015,5.026724815368652,53.74378967285156,99.28949838758011,13.418281487056188,0.03508771929824561,-4.52125925766794,-2.2240851084391267
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,13,cross_model,57,57,6.515721368789673,12.23114151703684,4.3381829261779785,54.906131744384766,49.765275132391274,12.0509090082986,0.03508771929824561,1.3557232720016708,1.528776073455811
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,20,cross_model,57,57,6.6000312805175785,11.19212251797057,6.152573108673096,37.10805130004883,23.714986551114155,10.974111080169678,0.08771929824561403,3.0921967380059754,2.276730728149415
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000226,no_think,canonical,,False,full_output,no_think_full,6,per_sample,43,43,5.1519900321960455,15.705561283022858,4.6933674812316895,59.95065689086914,137.8894977763164,14.974009491148449,0.06976744186046512,-9.277835964904526,-6.258464986627752
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000226,no_think,canonical,,False,full_output,no_think_full,13,per_sample,43,43,6.515721368789673,10.805191062217535,5.978173732757568,19.670541763305664,10.60805465317693,10.709584156672161,0.09302325581395349,-1.3236373121088252,-1.6708977439186778
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,canonical,gsm8k_test_000226,no_think,canonical,,False,full_output,no_think_full,20,per_sample,43,43,6.6000312805175785,13.075770178506541,6.715936660766602,38.529014587402344,37.9377348616053,13.007302897317071,0.0,-0.11166132832178803,-0.3126633384010997
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,6,cross_model,48,48,5.1519900321960455,13.086277574300766,5.374485969543457,58.07177734375,93.79037113848854,12.494181724304848,0.0,3.627666625441332,4.894322792689005
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,13,cross_model,48,48,6.515721368789673,10.880423247814178,5.6554694175720215,28.47244644165039,18.107755748482074,10.676526921860718,0.041666666666666664,2.2830905573708584,1.9217207431793213
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,20,cross_model,48,48,6.6000312805175785,11.74416403969129,5.5856404304504395,30.644254684448242,26.31664431105159,11.589442476313161,0.041666666666666664,-2.9642589615315953,-1.8274411757787075
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000010,no_think,irrelevant_context,,False,full_output,no_think_full,6,cross_model,45,45,5.1519900321960455,15.24897083706326,4.035459995269775,113.2735595703125,301.27835369261044,13.980931715531783,0.13333333333333333,0.7219962686732218,-0.9512420892715454
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000010,no_think,irrelevant_context,,False,full_output,no_think_full,13,cross_model,45,45,6.515721368789673,10.35210354063246,4.812536716461182,25.708303451538086,19.411903686509937,10.155214938250454,0.13333333333333333,-1.0360040692315522,-1.4241344531377145
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000010,no_think,irrelevant_context,,False,full_output,no_think_full,20,cross_model,45,45,6.6000312805175785,10.973352517022027,5.849940776824951,33.00769805908203,27.07256958174368,10.743025779724121,0.13333333333333333,2.7067655425140886,1.585693359375
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000052,no_think,irrelevant_context,,True,full_output,no_think_full,6,cross_model,57,57,5.1519900321960455,13.850468418054414,4.509893894195557,49.34332275390625,94.11612678093998,13.384199823651997,0.08771929824561403,-5.535935126718286,-3.219483470916746
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000052,no_think,irrelevant_context,,True,full_output,no_think_full,13,cross_model,57,57,6.515721368789673,12.295198942485609,4.077550411224365,55.45515823364258,54.0556813424628,12.110065221786499,0.05263157894736842,0.6015502753145182,1.1634717623392756
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_000052,no_think,irrelevant_context,,True,full_output,no_think_full,20,cross_model,57,57,6.6000312805175785,10.876356141609058,5.7870001792907715,38.428524017333984,27.054193868209488,10.643897601536343,0.10526315789473684,3.9371722129641693,3.1413893699645996
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_001276,no_think,irrelevant_context,,False,full_output,no_think_full,6,per_sample,49,49,5.1519900321960455,13.532595060309585,5.176027297973633,52.78525161743164,79.71001724575807,13.004285842180254,0.0,-0.5081390248512828,-0.4785236578721275
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_001276,no_think,irrelevant_context,,False,full_output,no_think_full,13,per_sample,49,49,6.515721368789673,11.800772374990036,5.611973762512207,23.810731887817383,21.20852689240231,11.678188731273016,0.10204081632653061,-1.43746655366859,-1.7315676028911877
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,irrelevant_context,gsm8k_test_001276,no_think,irrelevant_context,,False,full_output,no_think_full,20,per_sample,49,49,6.6000312805175785,11.825519843977325,5.350668430328369,27.262662887573242,19.01034599815522,11.66560103495916,0.12244897959183673,-0.2266033546292086,-0.7360024452209473
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000003,no_think,repetitive_filler,,True,full_output,no_think_full,6,cross_model,44,44,5.1519900321960455,14.941359780051492,4.052959442138672,74.21414184570312,136.02994110112832,14.068463591642157,0.06818181818181818,2.771737572641082,-0.565638542175293
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000003,no_think,repetitive_filler,,True,full_output,no_think_full,13,cross_model,44,44,6.515721368789673,11.013515277342362,4.542025566101074,23.036252975463867,19.672505117303427,10.925731969434162,0.1590909090909091,0.7463946313569059,-1.115612290122293
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000003,no_think,repetitive_filler,,True,full_output,no_think_full,20,cross_model,44,44,6.6000312805175785,13.247752352194352,6.224851131439209,29.908899307250977,33.216822098532596,13.08983803904334,0.045454545454545456,5.02559624729735,1.486180435527455
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000010,no_think,repetitive_filler,,False,full_output,no_think_full,6,cross_model,49,49,5.1519900321960455,16.18639725081775,4.490938186645508,109.40727233886719,307.78079186801693,15.041019608577095,0.12244897959183673,-2.3021677780151344,-4.44421628805307
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000010,no_think,repetitive_filler,,False,full_output,no_think_full,13,cross_model,49,49,6.515721368789673,10.121831329501404,4.229545593261719,27.804180145263672,18.419902294756128,9.92107332746188,0.16326530612244897,-0.18432700877287955,-0.8730542476360608
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000010,no_think,repetitive_filler,,False,full_output,no_think_full,20,cross_model,49,49,6.6000312805175785,10.71711338782797,6.152263164520264,33.02124786376953,26.327760794255436,10.499185452858606,0.12244897959183673,3.770254407610208,2.001364414508526
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000052,no_think,repetitive_filler,,False,full_output,no_think_full,6,cross_model,73,73,5.1519900321960455,11.333081007003784,3.48311185836792,78.26321411132812,187.72568442947835,10.699046277337601,0.2465753424657534,8.122244697374484,6.508314810301128
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000052,no_think,repetitive_filler,,False,full_output,no_think_full,13,cross_model,73,73,6.515721368789673,10.503259266892524,5.0636305809021,26.0717716217041,20.684930941417964,10.3786913090282,0.0958904109589041,2.1942161579831163,1.4509230412934944
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000052,no_think,repetitive_filler,,False,full_output,no_think_full,20,cross_model,73,73,6.6000312805175785,10.178232637170243,4.692930698394775,32.322906494140625,22.30172658539663,10.02836396296819,0.1780821917808219,0.9916878477461643,0.3110432875783822
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000170,no_think,repetitive_filler,,False,full_output,no_think_full,6,per_sample,48,48,5.1519900321960455,13.68826192120711,3.6816866397857666,91.12747192382812,173.18776511906404,12.718761418728123,0.14583333333333334,1.8179538572320988,0.32155799865722656
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000170,no_think,repetitive_filler,,False,full_output,no_think_full,13,per_sample,48,48,6.515721368789673,11.245325068632761,5.344574928283691,30.94409942626953,28.57425282329587,11.092465268804673,0.14583333333333334,0.034595404352460946,-0.3137569824854527
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000170,no_think,repetitive_filler,,False,full_output,no_think_full,20,per_sample,48,48,6.6000312805175785,10.974041521549225,4.44219970703125,32.425594329833984,23.480366221668433,10.773912835628428,0.10416666666666667,4.7092164341284315,3.5858492851257324
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,full_output,no_think_full,6,cross_model,61,61,2.6719584465026855,12.16140854163248,3.980624198913574,60.26995849609375,104.91203599959053,11.628800098101298,0.0,-2.726641846610897,-0.9887498319149017
