model,model_label,experiment,layer,valid_pair,model_sort_key,example_id,prompt_variant,think_answer_lid,no_think_answer_lid,answer_lid_diff,think_correct,no_think_correct,think_answer_tokens,no_think_answer_tokens
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000118,canonical,12.584760665893556,11.12730598449707,1.4574546813964844,True,True,46.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000118,canonical,12.897139549255373,11.37326717376709,1.5238723754882812,True,True,46.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000133,canonical,14.79105281829834,14.496777534484863,0.2942752838134765,True,True,46.0,35.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000133,canonical,12.171998023986816,11.109296798706056,1.0627012252807615,True,True,46.0,35.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000133,canonical,13.295160293579102,11.582097053527832,1.7130632400512695,True,True,46.0,35.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000150,canonical,13.222585678100586,13.967137336730955,-0.7445516586303711,False,False,49.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000150,canonical,9.695878028869627,9.628986358642578,0.0668916702270507,False,False,49.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000150,canonical,10.6857328414917,10.648526191711426,0.0372066497802734,False,False,49.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000182,canonical,13.696758270263672,12.141440391540527,1.5553178787231443,False,False,32.0,28.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000182,canonical,11.445825576782228,9.81768035888672,1.6281452178955078,False,False,32.0,28.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000182,canonical,11.109977722167969,12.46934413909912,-1.3593664169311523,False,False,32.0,28.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000199,canonical,9.71568202972412,15.642892837524414,-5.927210807800293,True,False,82.0,55.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000199,canonical,10.276063919067385,11.374043464660645,-1.0979795455932615,True,False,82.0,55.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000199,canonical,10.738786697387695,11.30179214477539,-0.5630054473876953,True,False,82.0,55.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000247,canonical,17.084735870361328,11.096135139465332,5.988600730895996,True,False,46.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000247,canonical,11.13532257080078,9.17620849609375,1.9591140747070312,True,False,46.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000247,canonical,12.36622714996338,9.988680839538574,2.3775463104248047,True,False,46.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000254,canonical,14.765792846679688,13.054499626159668,1.7112932205200195,True,False,51.0,39.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000254,canonical,12.20807933807373,11.578410148620604,0.629669189453125,True,False,51.0,39.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000254,canonical,11.684791564941406,10.530120849609377,1.1546707153320312,True,False,51.0,39.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000257,canonical,12.716352462768556,13.540953636169434,-0.8246011734008789,True,False,81.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000257,canonical,11.859638214111328,9.538860321044922,2.3207778930664062,True,False,81.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000257,canonical,11.210439682006836,10.192865371704102,1.0175743103027344,True,False,81.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000273,canonical,12.075309753417969,12.47268009185791,-0.3973703384399414,True,False,98.0,43.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000273,canonical,11.352535247802734,10.908462524414062,0.4440727233886719,True,False,98.0,43.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000273,canonical,11.351634979248049,12.944031715393066,-1.5923967361450195,True,False,98.0,43.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000300,canonical,15.176538467407228,15.828020095825195,-0.6514816284179688,True,False,45.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000300,canonical,12.0490140914917,11.570356369018556,0.4786577224731445,True,False,45.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000300,canonical,13.908025741577148,12.8446683883667,1.0633573532104492,True,False,45.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000304,canonical,14.162014961242676,14.383861541748049,-0.2218465805053711,False,False,50.0,60.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000304,canonical,11.557220458984377,10.664349555969238,0.8928709030151367,False,False,50.0,60.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000304,canonical,11.163006782531738,9.977672576904297,1.1853342056274414,False,False,50.0,60.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000307,canonical,13.437982559204102,13.04986572265625,0.3881168365478515,False,False,42.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000307,canonical,10.907506942749023,10.187310218811035,0.7201967239379883,False,False,42.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000307,canonical,11.29066276550293,10.994169235229492,0.2964935302734375,False,False,42.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000325,canonical,13.517362594604492,12.609546661376951,0.9078159332275392,True,False,51.0,70.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000325,canonical,11.056734085083008,10.96381664276123,0.0929174423217773,True,False,51.0,70.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000325,canonical,12.091280937194824,11.088337898254396,1.0029430389404297,True,False,51.0,70.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000351,canonical,14.660282135009766,12.535572052001951,2.1247100830078125,True,True,43.0,53.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000351,canonical,11.339344024658203,10.749006271362305,0.5903377532958984,True,True,43.0,53.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000351,canonical,11.273599624633787,11.796060562133787,-0.5224609375,True,True,43.0,53.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000361,canonical,17.073949813842773,12.112282752990724,4.961667060852051,False,False,46.0,58.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000361,canonical,11.404129981994627,11.202800750732422,0.201329231262207,False,False,46.0,58.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000361,canonical,11.395463943481444,11.920448303222656,-0.5249843597412109,False,False,46.0,58.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000389,canonical,12.898839950561523,12.5291748046875,0.3696651458740234,False,False,61.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000389,canonical,11.295215606689451,11.605643272399902,-0.3104276657104492,False,False,61.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000389,canonical,11.132729530334473,12.622249603271484,-1.4895200729370115,False,False,61.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000415,canonical,13.52454948425293,13.560432434082031,-0.0358829498291015,False,False,74.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000415,canonical,11.330642700195312,10.890423774719238,0.4402189254760742,False,False,74.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000415,canonical,11.369370460510254,13.832585334777832,-2.463214874267578,False,False,74.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000426,canonical,12.848773956298828,15.25915241241455,-2.4103784561157227,True,False,75.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000426,canonical,11.541495323181152,12.030807495117188,-0.4893121719360351,True,False,75.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000426,canonical,10.907953262329102,13.509953498840332,-2.6020002365112305,True,False,75.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000432,canonical,12.12527847290039,14.673980712890623,-2.5487022399902344,True,False,62.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000432,canonical,10.35880184173584,11.33352279663086,-0.9747209548950196,True,False,62.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000432,canonical,10.585259437561035,11.765864372253418,-1.1806049346923828,True,False,62.0,38.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000433,canonical,14.790712356567385,13.41930103302002,1.3714113235473633,True,False,54.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000433,canonical,11.235430717468262,10.537321090698242,0.6981096267700195,True,False,54.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000433,canonical,10.587980270385742,12.199703216552734,-1.6117229461669922,True,False,54.0,40.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000448,canonical,15.932168006896973,14.427135467529297,1.5050325393676758,True,False,51.0,87.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000448,canonical,11.14558219909668,11.02442455291748,0.1211576461791992,True,False,51.0,87.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000448,canonical,10.998695373535156,12.105119705200195,-1.106424331665039,True,False,51.0,87.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000449,canonical,12.066149711608888,13.992304801940918,-1.9261550903320312,True,False,48.0,37.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000449,canonical,10.779574394226074,10.543118476867676,0.2364559173583984,True,False,48.0,37.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000449,canonical,10.827570915222168,12.633745193481444,-1.8061742782592771,True,False,48.0,37.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000460,canonical,13.342331886291504,13.062315940856934,0.2800159454345703,True,False,39.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000460,canonical,11.570510864257812,11.230411529541016,0.3400993347167969,True,False,39.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000460,canonical,13.289993286132812,12.52292823791504,0.7670650482177734,True,False,39.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000503,canonical,12.980941772460938,13.120798110961914,-0.1398563385009765,True,False,51.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000503,canonical,11.330866813659668,11.870862007141112,-0.5399951934814453,True,False,51.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000503,canonical,11.637829780578612,13.014466285705566,-1.3766365051269531,True,False,51.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000509,canonical,12.774063110351562,14.792142868041992,-2.0180797576904297,True,False,39.0,34.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000509,canonical,11.1025972366333,11.538497924804688,-0.4359006881713867,True,False,39.0,34.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000509,canonical,12.46342945098877,12.917001724243164,-0.4535722732543945,True,False,39.0,34.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000534,canonical,14.443471908569336,15.95862102508545,-1.5151491165161133,False,False,62.0,48.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000534,canonical,11.524421691894531,11.639378547668455,-0.1149568557739257,False,False,62.0,48.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000534,canonical,13.393207550048828,12.76480770111084,0.6283998489379883,False,False,62.0,48.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000543,canonical,16.292570114135742,16.975383758544922,-0.6828136444091797,True,False,64.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000543,canonical,10.75962734222412,11.53021240234375,-0.7705850601196289,True,False,64.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000543,canonical,11.75721549987793,12.009716987609863,-0.2525014877319336,True,False,64.0,46.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000561,canonical,10.870256423950195,9.9475736618042,0.922682762145996,True,True,66.0,79.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000561,canonical,10.203598022460938,9.640228271484377,0.5633697509765625,True,True,66.0,79.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000561,canonical,10.548233032226562,10.337775230407717,0.2104578018188476,True,True,66.0,79.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000568,canonical,12.725041389465332,11.227663040161133,1.4973783493041992,True,False,54.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000568,canonical,10.603835105895996,10.17410659790039,0.4297285079956054,True,False,54.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000568,canonical,11.34465789794922,11.80976676940918,-0.4651088714599609,True,False,54.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000582,canonical,12.76821517944336,13.76569938659668,-0.9974842071533204,True,False,54.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000582,canonical,10.729659080505373,11.342280387878418,-0.6126213073730469,True,False,54.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000582,canonical,10.972003936767578,11.63453769683838,-0.6625337600708008,True,False,54.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000585,canonical,16.030540466308594,10.857011795043944,5.173528671264648,True,False,49.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000585,canonical,12.49181842803955,10.547051429748535,1.9447669982910156,True,False,49.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000585,canonical,12.228492736816406,10.073578834533691,2.154913902282715,True,False,49.0,81.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000586,canonical,14.696898460388184,14.64357089996338,0.0533275604248046,True,False,54.0,50.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000586,canonical,11.82450008392334,10.430583953857422,1.393916130065918,True,False,54.0,50.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000586,canonical,11.593947410583496,11.915034294128418,-0.3210868835449219,True,False,54.0,50.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000605,canonical,14.366228103637695,10.273531913757324,4.092696189880371,True,False,64.0,100.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000605,canonical,11.39854621887207,9.926782608032228,1.4717636108398438,True,False,64.0,100.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000605,canonical,10.750114440917969,10.296123504638672,0.4539909362792969,True,False,64.0,100.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000640,canonical,12.263023376464844,12.454649925231934,-0.1916265487670898,True,False,65.0,75.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000640,canonical,8.985330581665039,9.727648735046388,-0.7423181533813477,True,False,65.0,75.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000640,canonical,9.399908065795898,9.67654514312744,-0.2766370773315429,True,False,65.0,75.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000668,canonical,13.821562767028809,13.51793384552002,0.303628921508789,True,True,39.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000668,canonical,12.314009666442873,9.842044830322266,2.4719648361206055,True,True,39.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000668,canonical,12.02946949005127,10.395475387573242,1.6339941024780271,True,True,39.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000684,canonical,17.716609954833984,15.472570419311523,2.244039535522461,True,False,47.0,44.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000684,canonical,11.257497787475586,10.87533950805664,0.3821582794189453,True,False,47.0,44.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000684,canonical,10.965314865112305,11.777490615844728,-0.8121757507324219,True,False,47.0,44.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000697,canonical,12.3167142868042,13.537277221679688,-1.2205629348754885,True,False,38.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000697,canonical,10.484392166137695,11.207197189331056,-0.7228050231933594,True,False,38.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000697,canonical,10.266812324523926,11.399023056030272,-1.1322107315063477,True,False,38.0,45.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000713,canonical,14.762359619140623,16.194780349731445,-1.4324207305908203,True,False,54.0,51.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000713,canonical,11.058289527893066,11.513288497924805,-0.4549989700317383,True,False,54.0,51.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000713,canonical,12.559577941894531,12.058463096618652,0.5011148452758789,True,False,54.0,51.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000781,canonical,14.767363548278809,13.442785263061523,1.3245782852172852,True,True,50.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000781,canonical,12.55747413635254,11.518967628479004,1.0385065078735352,True,True,50.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000781,canonical,12.061803817749023,11.54714012145996,0.5146636962890625,True,True,50.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000814,canonical,13.583725929260254,14.144314765930176,-0.5605888366699219,False,False,57.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000814,canonical,12.140928268432615,12.336991310119627,-0.1960630416870117,False,False,57.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000814,canonical,12.0938720703125,12.01244068145752,0.0814313888549804,False,False,57.0,63.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000828,canonical,16.472522735595703,15.38479709625244,1.0877256393432615,True,False,55.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000828,canonical,12.468974113464355,11.304866790771484,1.164107322692871,True,False,55.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000828,canonical,11.146648406982422,11.859237670898438,-0.7125892639160156,True,False,55.0,47.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000830,canonical,13.67449188232422,15.09234619140625,-1.4178543090820312,False,False,67.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000830,canonical,10.888626098632812,11.217679023742676,-0.3290529251098633,False,False,67.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000830,canonical,12.045486450195312,11.175382614135742,0.8701038360595703,False,False,67.0,59.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000852,canonical,16.822568893432617,14.236363410949709,2.58620548248291,True,False,51.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000852,canonical,12.32610034942627,11.089385032653809,1.236715316772461,True,False,51.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000852,canonical,11.115129470825195,11.416799545288086,-0.3016700744628906,True,False,51.0,62.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000896,canonical,14.668962478637695,14.339375495910645,0.3295869827270508,True,False,42.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,13,True,1.7,gsm8k_test_000896,canonical,12.648492813110352,11.621209144592283,1.0272836685180664,True,False,42.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,20,True,1.7,gsm8k_test_000896,canonical,12.907720565795898,11.349380493164062,1.558340072631836,True,False,42.0,65.0
Qwen_Qwen3-1.7B,1.7B,exp_c,6,True,1.7,gsm8k_test_000901,canonical,11.702466011047363,15.985541343688965,-4.283075332641602,False,False,55.0,52.0
