example_id,thinking_token_count,valid_layers,observed_layers,expected_layers,invalid_reasons,keep
gsm8k_test_000901,413,3,3,3,,True
gsm8k_test_000911,296,3,3,3,,True
gsm8k_test_000913,208,3,3,3,,True
gsm8k_test_000914,203,3,3,3,,True
gsm8k_test_000915,157,3,3,3,,True
gsm8k_test_000917,102,3,3,3,,True
gsm8k_test_000921,165,3,3,3,,True
gsm8k_test_000923,514,3,3,3,,True
gsm8k_test_000924,514,3,3,3,,True
gsm8k_test_000930,145,3,3,3,,True
gsm8k_test_000948,274,3,3,3,,True
gsm8k_test_000956,123,3,3,3,,True
gsm8k_test_000960,263,3,3,3,,True
gsm8k_test_000965,317,3,3,3,,True
gsm8k_test_000977,162,3,3,3,,True
gsm8k_test_000988,329,3,3,3,,True
gsm8k_test_000990,514,3,3,3,,True
gsm8k_test_000995,102,3,3,3,,True
gsm8k_test_001002,139,3,3,3,,True
gsm8k_test_001006,407,3,3,3,,True
gsm8k_test_001008,196,3,3,3,,True
gsm8k_test_001009,254,3,3,3,,True
gsm8k_test_001013,223,3,3,3,,True
gsm8k_test_001017,265,3,3,3,,True
gsm8k_test_001026,254,3,3,3,,True
gsm8k_test_001031,294,3,3,3,,True
gsm8k_test_001038,443,3,3,3,,True
gsm8k_test_001043,278,3,3,3,,True
gsm8k_test_001047,246,3,3,3,,True
gsm8k_test_001052,266,3,3,3,,True
gsm8k_test_001058,239,3,3,3,,True
gsm8k_test_001059,200,3,3,3,,True
gsm8k_test_001079,375,3,3,3,,True
gsm8k_test_001082,514,3,3,3,,True
gsm8k_test_001088,514,3,3,3,,True
gsm8k_test_001090,286,3,3,3,,True
gsm8k_test_001094,357,3,3,3,,True
gsm8k_test_001096,460,3,3,3,,True
gsm8k_test_001098,221,3,3,3,,True
gsm8k_test_001106,213,3,3,3,,True
gsm8k_test_001108,172,3,3,3,,True
gsm8k_test_001123,233,3,3,3,,True
gsm8k_test_001136,325,3,3,3,,True
gsm8k_test_001144,242,3,3,3,,True
gsm8k_test_001145,348,3,3,3,,True
gsm8k_test_001161,278,3,3,3,,True
gsm8k_test_001164,213,3,3,3,,True
gsm8k_test_001165,370,3,3,3,,True
gsm8k_test_001178,156,3,3,3,,True
gsm8k_test_001181,448,3,3,3,,True
gsm8k_test_001182,282,3,3,3,,True
gsm8k_test_001183,514,3,3,3,,True
gsm8k_test_001186,514,3,3,3,,True
gsm8k_test_001188,475,3,3,3,,True
gsm8k_test_001191,232,3,3,3,,True
gsm8k_test_001201,514,3,3,3,,True
gsm8k_test_001208,141,3,3,3,,True
gsm8k_test_001209,247,3,3,3,,True
gsm8k_test_001221,116,3,3,3,,True
gsm8k_test_001225,283,3,3,3,,True
gsm8k_test_001232,228,3,3,3,,True
gsm8k_test_001246,267,3,3,3,,True
gsm8k_test_001247,133,3,3,3,,True
gsm8k_test_001251,514,3,3,3,,True
gsm8k_test_001253,230,3,3,3,,True
gsm8k_test_001255,213,3,3,3,,True
gsm8k_test_001263,331,3,3,3,,True
gsm8k_test_001271,281,3,3,3,,True
gsm8k_test_001275,194,3,3,3,,True
gsm8k_test_001289,283,3,3,3,,True
gsm8k_test_001291,250,3,3,3,,True
gsm8k_test_001307,149,3,3,3,,True
gsm8k_test_001311,262,3,3,3,,True
gsm8k_test_001313,310,3,3,3,,True
gsm8k_test_001317,246,3,3,3,,True
