model,model_label,model_sort_key,hidden_dim,lid_value_normalization,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking,sample_scope
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,28,28,0.0013962070108391345,0.0059284381734739456,0.002070138230919838,0.02962183952331543,2.8906588539295346e-05,0.005416793593515953,0.0,0.001844765767546856,0.0009567691678447387,0.0040069567039608955,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,28,28,0.002262347633950412,0.004793789736660463,0.002223987365141511,0.012021530419588089,4.779712256435089e-06,0.004641678641308789,0.03571428571428571,0.0008763342561301192,0.0005193414898323166,-0.0007198229432106018,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,28,28,0.002176890755072236,0.006088546011596918,0.0034957982134073973,0.011229661293327808,4.10186395576427e-06,0.005998508461440604,0.0,0.001686950427539684,0.001286088089857783,-0.0003789919428527355,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,47,47,0.0013962070108391345,0.00541803461345943,0.0008474934147670865,0.03705447167158127,3.1074748316733314e-05,0.00500504333024804,0.10638297872340426,4.682021507834924e-05,-2.467616771664044e-07,0.012623039074242115,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,47,47,0.002262347633950412,0.004480570713256268,0.0014838562346994877,0.016787029802799225,5.489482400999746e-06,0.00432644621975234,0.1276595744680851,0.00051438280299524,0.0005411406940159695,-0.00014208117499947548,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,47,47,0.002176890755072236,0.004877285263996492,0.001887624617666006,0.014673876576125622,5.263031021926333e-06,0.00477239227367808,0.1276595744680851,0.002233921602229648,0.0022373058406325672,0.00220788037404418,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,39,39,0.0013962070108391345,0.006374267503046072,0.0024315197952091694,0.028371499851346016,2.2147105399846318e-05,0.006033545788867693,0.0,-0.000966324716304932,-0.000699166557751596,-0.0013868287205696106,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,39,39,0.002262347633950412,0.005653520872911964,0.0025355180259793997,0.011220527812838554,6.645362692524225e-06,0.005591746542210643,0.0,-0.0008326034706372471,3.9944169111550375e-05,-0.00171753391623497,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,39,39,0.002176890755072236,0.005141660266627486,0.0023239206057041883,0.01003601960837841,2.9577430082673556e-06,0.005083582284370143,0.0,-0.000775366521870287,-0.00028084777295589447,-0.004406176973134279,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,58,58,0.0013962070108391345,0.005914200536890662,0.001922798459418118,0.02593408152461052,1.9012406278328746e-05,0.005695898802705894,0.0,0.0019245692564845143,0.0017060627617562817,-0.006320571526885033,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,58,58,0.002262347633950412,0.0054701179755723165,0.002753464039415121,0.017553655430674553,8.532469448172236e-06,0.005392934179358316,0.0,0.0014452713394449393,0.0008818694700797403,-0.004938994534313679,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,58,58,0.002176890755072236,0.0058205310809265436,0.0028757250402122736,0.01171106193214655,2.8413886932393846e-06,0.005763588787726404,0.0,0.0012479350091927598,0.0007086639602979028,-0.002552939113229513,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,40,40,0.0013962070108391345,0.006552392680896446,0.002026722300797701,0.028382735326886177,2.5474613190400078e-05,0.006242354609406532,0.0,0.004363700888608013,0.0026760501554235813,0.002295583952218294,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,40,40,0.002262347633950412,0.005145176505902782,0.0020505592692643404,0.01293049193918705,6.040066192955672e-06,0.005074593113162196,0.025,0.0006475555594079177,-7.358693983405828e-05,-0.0009110742248594761,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,40,40,0.002176890755072236,0.005956886429339647,0.002283578971400857,0.01416254136711359,4.989737314856857e-06,0.005900020096212245,0.0,-0.000540897285384017,-0.0007938232505694028,-0.0029610437341034412,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,37,37,0.0013962070108391345,0.006832179629143227,0.0016146168345585465,0.03537411242723465,3.3638899197302804e-05,0.006325102091068401,0.0,9.037635373918744e-05,5.189108196645975e-05,0.001791846938431263,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,37,37,0.002262347633950412,0.005148007672884174,0.00248773698695004,0.010949312709271908,3.6119840403076204e-06,0.00505972073491042,0.0,0.0020500249110141045,0.001469684299081564,0.0004774974659085274,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,37,37,0.002176890755072236,0.0061688209078400525,0.003193638985976577,0.018321441486477852,1.023485708535948e-05,0.006096171512682405,0.0,0.003188291900416314,0.0021290864329785103,9.493716061115265e-05,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,59,59,0.0013962070108391345,0.0063780842159511675,0.0012407987378537655,0.04044698551297188,4.045792953867678e-05,0.006118251966184069,0.03389830508474576,0.0027703134031271735,0.0026711408048868185,0.002561731729656458,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,59,59,0.002262347633950412,0.005483599608543061,0.002425160026177764,0.011448387056589127,3.4581918837411277e-06,0.00542678676770422,0.0,0.00014669817114658685,0.00013102209195494686,-0.00031568948179483414,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,59,59,0.002176890755072236,0.00611471086030163,0.0031315793748944998,0.013738955371081829,4.724124171855732e-06,0.0060581762809306374,0.0,0.00043937174871689743,0.000303281378000975,-0.00025637121871113777,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,48,48,0.0013962070108391345,0.0077922951313667,0.001885560224764049,0.051890358328819275,5.9629301121587166e-05,0.007234962419309516,0.0,0.0010173912065065559,0.0003486116086908915,-0.0012563364580273628,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,48,48,0.002262347633950412,0.005683290248271078,0.00211244635283947,0.014143727719783783,7.629498424558807e-06,0.005604653624183638,0.020833333333333332,0.001088465294297022,0.000619623189171155,-0.005068042781203985,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,48,48,0.002176890755072236,0.006232815595770565,0.002262487541884184,0.016603883355855942,9.142649418327121e-06,0.006139988223328553,0.0,7.546900436566837e-05,-0.0007609573658555746,-0.0014545205049216747,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,46,46,0.0013962070108391345,0.008288761026367707,0.0017650555819272995,0.03878851979970932,4.611230903893317e-05,0.007889688038267196,0.0,-0.0018029063895894403,-0.0008676080809285249,0.006508784834295511,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,46,46,0.002262347633950412,0.005629985998182193,0.00268269213847816,0.013812242075800896,6.223537291122057e-06,0.005538642096022764,0.0,-3.223596864434179e-05,-0.00013614777708426118,0.001128915697336197,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,46,46,0.002176890755072236,0.005864119440641092,0.0027553881518542767,0.012650638818740845,5.107737293795094e-06,0.005823102474419607,0.0,-0.0021951267819689687,-0.0016306610583948587,0.00016951095312833786,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000585,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,81,81,0.0013962070108391345,0.005301275224436397,0.001201201812364161,0.04079918563365936,3.418647905065175e-05,0.005039244043291546,0.06172839506172839,-0.002679953702229935,-0.002465719373763672,0.003613644279539585,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000585,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,81,81,0.002262347633950412,0.005149927310772056,0.0017398601630702615,0.012156888842582703,4.898272424757769e-06,0.0050981288528419095,0.06172839506172839,-0.0016711734343814741,-0.0012664548287700337,0.00027697114273905754,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000585,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,81,81,0.002176890755072236,0.004918739857887964,0.002096992451697588,0.024196406826376915,7.256187497783848e-06,0.004799317236756906,0.024691358024691357,0.00046456349355715,0.00020023847797087223,-0.0010081096552312374,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000640,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,75,75,0.0013962070108391345,0.006081372299231589,0.0016856217989698052,0.062149327248334885,6.228640285895142e-05,0.00565369491232559,0.0,0.000296707328310919,-0.0007526621001919635,0.0029923543334007263,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000640,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,75,75,0.002262347633950412,0.004749828251078725,0.002174795139580965,0.014499594457447529,3.547513043770624e-06,0.004680327234185628,0.02666666666666667,0.00022682854415554638,-6.906745808297164e-05,-0.0019031856209039688,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000640,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,75,75,0.002176890755072236,0.004724875471244255,0.0019629057496786118,0.01578471250832081,4.895886535004986e-06,0.004645370170348198,0.013333333333333334,0.0007859250334532623,0.0003660291335300398,-0.004631519317626953,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000697,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,45,45,0.0013962070108391345,0.006609998389871584,0.0011666431091725826,0.03316940739750862,2.9965824094297477e-05,0.0062328692345710625,0.06666666666666667,0.0009794058062244145,0.0012805569179666536,0.0013025100342929363,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000697,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,45,45,0.002262347633950412,0.005472264133600725,0.0022748997434973717,0.01765270344913006,9.074695643724392e-06,0.00534667543516579,0.0,-0.000738679865996042,-0.00043440720764920115,-0.002422057092189789,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000697,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,45,45,0.002176890755072236,0.005565929775022798,0.002130623208358884,0.015285875648260117,8.758299188102385e-06,0.005475214460272003,0.022222222222222223,0.00017245754302627956,0.00013299525016918778,-0.0014659455046057701,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000713,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,51,51,0.0013962070108391345,0.007907607725036203,0.002951785922050476,0.034701619297266006,3.28843295375454e-05,0.007562603284604848,0.0,-0.0017775882012316124,-0.0003725371072785212,0.0014082491397857666,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000713,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,51,51,0.002262347633950412,0.005621723378734554,0.002819146029651165,0.014181157574057579,5.491763015534494e-06,0.005571794849820435,0.0,-0.00010029966331916855,-0.0003323618036050061,-0.0006645172834396362,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000713,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,51,51,0.002176890755072236,0.005887921858469353,0.003055447479709983,0.013497179374098778,6.6592979980680266e-06,0.005829707942903041,0.0,-9.395777483837442e-05,-0.00012006014227294078,-0.0035125380381941795,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000814,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,63,63,0.0013962070108391345,0.006906404422359571,0.00207046652212739,0.03395723178982735,2.874590194459711e-05,0.0066266945570767405,0.0,0.0035971610313503197,0.003131201010546647,0.0020716129802167416,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000814,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,63,63,0.002262347633950412,0.006023921323792329,0.002638305304571986,0.013469686731696129,7.5956282922922445e-06,0.005968602115078079,0.0,0.0019559630427032817,0.0018586519145173952,-0.0019851503893733025,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000814,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,63,63,0.002176890755072236,0.005865449377793878,0.0028131401631981134,0.017207663506269455,5.426647060325935e-06,0.005776188460238758,0.0,0.0015086428673904675,0.0008566065516788512,-0.0002816310152411461,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000901,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,52,52,0.0013962070108391345,0.007805440780849984,0.002215980552136898,0.030582426115870476,3.8668593070582346e-05,0.007579518262954321,0.0,0.0035965293291037054,0.0026017171151649487,0.004054294899106026,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000901,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,52,52,0.002262347633950412,0.005856679434565684,0.0023600542917847633,0.021940385922789574,1.0657382010877023e-05,0.005777033411112486,0.0,0.0013396336390543635,0.000956079367404947,0.0006833449006080627,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000901,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,52,52,0.002176890755072236,0.006051721199093243,0.002159898402169347,0.015543738380074501,6.046872356466047e-06,0.005970582918391801,0.019230769230769232,0.0018462650371439706,0.0012805570060243979,0.0006989007815718651,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000923,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,45,45,0.0013962070108391345,0.0074527071892387334,0.0027050792705267668,0.03145260736346245,3.0870119383481055e-05,0.00711534241087396,0.0,0.0037981522822941602,0.002841990518694123,0.0013251029886305332,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000923,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,45,45,0.002262347633950412,0.005824307771399617,0.002972097834572196,0.013469574972987175,7.181040894227481e-06,0.005771753203589468,0.0,0.003973265753492069,0.0022539973142556846,-0.0016759107820689678,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000923,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,45,45,0.002176890755072236,0.0062386506754491065,0.0026482106186449528,0.016908926889300346,8.546832958623338e-06,0.006137618281751533,0.0,0.004686669481621274,0.0036971908994019023,-0.00086589390411973,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000924,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,51,51,0.0013962070108391345,0.006577781698319549,0.002636657329276204,0.02175329439342022,1.889836553548823e-05,0.006353952367790043,0.0,0.0006610843009521963,0.00010817093201554665,0.008309343829751015,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000924,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,51,51,0.002262347633950412,0.005810674462540477,0.002701281337067485,0.01206627581268549,4.213226559868158e-06,0.005746086547151208,0.0,0.0013358181024315846,0.00044683929389485906,0.0005194130353629589,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000924,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,51,51,0.002176890755072236,0.006770712907846067,0.002867640694603324,0.01927434653043747,1.0517042525201477e-05,0.006649752692319454,0.0,0.002471154604140855,0.0015263618865551864,0.0027648843824863434,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000965,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,87,87,0.0013962070108391345,0.005980329373958467,0.0011667384533211589,0.04190051555633545,4.3981671371869073e-05,0.005777320098998243,0.034482758620689655,0.00637218832906166,0.005487799168225717,0.000743368174880743,common_kept_across_included_models
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000965,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,87,87,0.002262347633950412,0.004898488700882286,0.0016358779976144433,0.013608664274215698,4.6907110553774716e-06,0.004831217935980232,0.06896551724137931,0.0024651759758454427,0.0018721253092570068,-0.0020961668342351913,common_kept_across_included_models
