model,model_label,experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer,model_sort_key,hidden_dim,raw_mean_lid,lid_value_normalization,condition,segment_label
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_03,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,64,64,True,0.0011577826226130128,,ok,,,,,1.7,2048,2.37113881111145,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,53,53,True,0.0038917232304811478,,ok,,,,,1.7,2048,7.970249176025391,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,53,53,True,0.0027581530157476664,,ok,,,,,1.7,2048,5.648697376251221,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,53,53,True,0.0016758787678554654,,ok,,,,,1.7,2048,3.432199716567993,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,45,45,True,0.002979574492201209,,ok,,,,,1.7,2048,6.102168560028076,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,45,45,True,0.00367440702393651,,ok,,,,,1.7,2048,7.525185585021973,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,45,45,True,0.0015501838643103838,,ok,,,,,1.7,2048,3.174776554107666,hidden_dim,short_cycle_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,6,10,False,115,115,True,0.0015135472640395164,,ok,,,,,1.7,2048,3.0997447967529297,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,13,10,False,115,115,True,0.002086799358949065,,ok,,,,,1.7,2048,4.2737650871276855,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,20,10,False,115,115,True,0.0014391703298315406,,ok,,,,,1.7,2048,2.947420835494995,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,6,10,False,115,115,True,0.001400137902237475,,ok,,,,,1.7,2048,2.8674824237823486,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,13,10,False,115,115,True,0.0018415363738313317,,ok,,,,,1.7,2048,3.7714664936065674,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,20,10,False,115,115,True,0.0013586528366431594,,ok,,,,,1.7,2048,2.7825210094451904,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,6,10,False,115,115,True,0.001506518921814859,,ok,,,,,1.7,2048,3.085350751876831,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,13,10,False,115,115,True,0.0018632771680131555,,ok,,,,,1.7,2048,3.8159916400909424,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,20,10,False,115,115,True,0.0013760955771431327,,ok,,,,,1.7,2048,2.8182437419891357,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,6,10,False,115,115,True,0.0025178282521665096,,ok,,,,,1.7,2048,5.156512260437012,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,13,10,False,115,115,True,0.0022332959342747927,,ok,,,,,1.7,2048,4.573790073394775,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,20,10,False,115,115,True,0.0013321872102096677,,ok,,,,,1.7,2048,2.7283194065093994,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,6,10,False,127,127,True,0.0014153954107314348,,ok,,,,,1.7,2048,2.8987298011779785,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,13,10,False,127,127,True,0.0018590172985568643,,ok,,,,,1.7,2048,3.807267427444458,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,20,10,False,127,127,True,0.001555754686705768,,ok,,,,,1.7,2048,3.186185598373413,hidden_dim,templatic_repetition,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,53,53,True,0.007384549826383591,,ok,,,,,1.7,2048,15.123558044433594,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,53,53,True,0.0056821685284376144,,ok,,,,,1.7,2048,11.637081146240234,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,53,53,True,0.006445098668336868,,ok,,,,,1.7,2048,13.199562072753906,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000153,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,114,114,True,0.005444131325930358,,ok,,,,,1.7,2048,11.149580955505373,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000153,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,114,114,True,0.00520292902365327,,ok,,,,,1.7,2048,10.655598640441896,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000153,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,114,114,True,0.005205679219216108,,ok,,,,,1.7,2048,10.66123104095459,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000180,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,40,40,True,0.007038885261863471,,ok,,,,,1.7,2048,14.415637016296388,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000180,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,40,40,True,0.00513004232198,,ok,,,,,1.7,2048,10.50632667541504,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000180,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,40,40,True,0.005510610993951558,,ok,,,,,1.7,2048,11.285731315612791,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000221,gsm8k_test_000221,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,71,71,True,0.007093129213899374,,ok,,,,,1.7,2048,14.526728630065918,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000221,gsm8k_test_000221,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,71,71,True,0.005630737170577049,,ok,,,,,1.7,2048,11.531749725341797,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000221,gsm8k_test_000221,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,71,71,True,0.006018678192049266,,ok,,,,,1.7,2048,12.326252937316896,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000315,gsm8k_test_000315,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,45,45,True,0.00774200912564993,,ok,,,,,1.7,2048,15.855634689331056,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000315,gsm8k_test_000315,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,45,45,True,0.005742394365370274,,ok,,,,,1.7,2048,11.76042366027832,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000315,gsm8k_test_000315,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,45,45,True,0.005791111849248409,,ok,,,,,1.7,2048,11.860197067260742,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000334,gsm8k_test_000334,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,49,49,True,0.0056657949462533,,ok,,,,,1.7,2048,11.603548049926758,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000334,gsm8k_test_000334,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,49,49,True,0.004792353138327599,,ok,,,,,1.7,2048,9.814739227294922,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000334,gsm8k_test_000334,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,49,49,True,0.005962285678833723,,ok,,,,,1.7,2048,12.210761070251465,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000339,gsm8k_test_000339,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,37,37,True,0.00661084521561861,,ok,,,,,1.7,2048,13.539011001586914,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000339,gsm8k_test_000339,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,37,37,True,0.005356383044272661,,ok,,,,,1.7,2048,10.96987247467041,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000339,gsm8k_test_000339,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,37,37,True,0.005948859732598066,,ok,,,,,1.7,2048,12.18326473236084,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000345,gsm8k_test_000345,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,67,67,True,0.006286081857979298,,ok,,,,,1.7,2048,12.873895645141602,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000345,gsm8k_test_000345,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,67,67,True,0.00546512333676219,,ok,,,,,1.7,2048,11.192572593688965,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000345,gsm8k_test_000345,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,67,67,True,0.005770016461610794,,ok,,,,,1.7,2048,11.816993713378906,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000414,gsm8k_test_000414,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,45,45,True,0.00704612024128437,,ok,,,,,1.7,2048,14.43045425415039,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000414,gsm8k_test_000414,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,45,45,True,0.005704374518245459,,ok,,,,,1.7,2048,11.6825590133667,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000414,gsm8k_test_000414,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,45,45,True,0.006156863644719124,,ok,,,,,1.7,2048,12.609256744384766,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000415,gsm8k_test_000415,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,38,38,True,0.00740284426137805,,ok,,,,,1.7,2048,15.161025047302246,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000415,gsm8k_test_000415,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,38,38,True,0.005221565719693898,,ok,,,,,1.7,2048,10.693766593933104,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000415,gsm8k_test_000415,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,38,38,True,0.006572969723492862,,ok,,,,,1.7,2048,13.46144199371338,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000491,gsm8k_test_000491,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,67,67,True,0.006215425208210945,,ok,,,,,1.7,2048,12.729190826416016,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000491,gsm8k_test_000491,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,67,67,True,0.0057124895974993714,,ok,,,,,1.7,2048,11.699178695678713,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000491,gsm8k_test_000491,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,67,67,True,0.005716461222618818,,ok,,,,,1.7,2048,11.70731258392334,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000578,gsm8k_test_000578,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,62,62,True,0.006865238770842553,,ok,,,,,1.7,2048,14.060009002685549,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000578,gsm8k_test_000578,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,62,62,True,0.005633297376334667,,ok,,,,,1.7,2048,11.536993026733398,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000578,gsm8k_test_000578,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,62,62,True,0.0056450255215168,,ok,,,,,1.7,2048,11.561012268066406,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000683,gsm8k_test_000683,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,64,64,True,0.006272359751164913,,ok,,,,,1.7,2048,12.845792770385742,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000683,gsm8k_test_000683,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,64,64,True,0.005045654252171516,,ok,,,,,1.7,2048,10.333499908447266,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000683,gsm8k_test_000683,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,64,64,True,0.005350143648684026,,ok,,,,,1.7,2048,10.957094192504885,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000696,gsm8k_test_000696,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,67,67,True,0.006007304415106773,,ok,,,,,1.7,2048,12.302959442138672,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000696,gsm8k_test_000696,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,67,67,True,0.00503363274037838,,ok,,,,,1.7,2048,10.308879852294922,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000696,gsm8k_test_000696,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,67,67,True,0.005616238806396723,,ok,,,,,1.7,2048,11.502057075500488,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000727,gsm8k_test_000727,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,70,70,True,0.007562797516584396,,ok,,,,,1.7,2048,15.488609313964844,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000727,gsm8k_test_000727,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,70,70,True,0.00499711511656642,,ok,,,,,1.7,2048,10.234091758728027,hidden_dim,regular_gsm8k_nothink,no_think_full
Qwen_Qwen3-1.7B,1.7B,exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000727,gsm8k_test_000727,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,70,70,True,0.004474841058254242,,ok,,,,,1.7,2048,9.164474487304688,hidden_dim,regular_gsm8k_nothink,no_think_full
