experiment,example_id,prompt_variant,layer,valid_pair,think_answer_lid,no_think_answer_lid,answer_lid_diff,think_correct,no_think_correct,think_answer_tokens,no_think_answer_tokens
exp_c,gsm8k_test_000118,canonical,20,True,11.587441444396973,12.442852973937988,-0.8554115295410156,True,True,47,54
exp_c,gsm8k_test_000135,canonical,6,True,12.376171112060547,13.254838943481445,-0.8786678314208984,True,True,44,51
exp_c,gsm8k_test_000135,canonical,13,True,13.612212181091309,12.50661563873291,1.1055965423583984,True,True,44,51
exp_c,gsm8k_test_000135,canonical,20,True,11.732434272766113,12.690043449401855,-0.9576091766357422,True,True,44,51
exp_c,gsm8k_test_000182,canonical,6,True,16.44094467163086,11.159942626953125,5.281002044677734,True,False,93,74
exp_c,gsm8k_test_000182,canonical,13,True,11.721888542175293,10.552997589111328,1.1688909530639648,True,False,93,74
exp_c,gsm8k_test_000182,canonical,20,True,11.445388793945312,11.377915382385254,0.0674734115600586,True,False,93,74
exp_c,gsm8k_test_000243,canonical,6,True,17.171754837036133,12.90850830078125,4.263246536254883,True,False,52,51
exp_c,gsm8k_test_000243,canonical,13,True,14.203998565673828,13.96199893951416,0.24199962615966797,True,False,52,51
exp_c,gsm8k_test_000243,canonical,20,True,11.768918991088867,11.578621864318848,0.19029712677001953,True,False,52,51
exp_c,gsm8k_test_000247,canonical,6,True,12.979896545410156,16.054157257080078,-3.074260711669922,True,True,48,46
exp_c,gsm8k_test_000247,canonical,13,True,11.065403938293457,10.547554016113281,0.5178499221801758,True,True,48,46
exp_c,gsm8k_test_000247,canonical,20,True,12.250506401062012,12.645880699157715,-0.3953742980957031,True,True,48,46
exp_c,gsm8k_test_000252,canonical,6,True,12.881772994995117,12.07482624053955,0.8069467544555664,True,False,56,51
exp_c,gsm8k_test_000252,canonical,13,True,11.376673698425293,11.979722023010254,-0.6030483245849609,True,False,56,51
exp_c,gsm8k_test_000252,canonical,20,True,11.827226638793945,12.416678428649902,-0.589451789855957,True,False,56,51
exp_c,gsm8k_test_000254,canonical,6,True,14.943178176879883,13.588788986206055,1.3543891906738281,True,False,60,57
exp_c,gsm8k_test_000254,canonical,13,True,12.659523963928223,12.08835506439209,0.5711688995361328,True,False,60,57
exp_c,gsm8k_test_000254,canonical,20,True,11.143696784973145,11.698047637939453,-0.5543508529663086,True,False,60,57
exp_c,gsm8k_test_000310,canonical,6,True,13.236492156982422,17.38164710998535,-4.14515495300293,False,False,69,73
exp_c,gsm8k_test_000310,canonical,13,True,11.77696418762207,13.953754425048828,-2.176790237426758,False,False,69,73
exp_c,gsm8k_test_000310,canonical,20,True,11.81452465057373,12.050853729248047,-0.2363290786743164,False,False,69,73
exp_c,gsm8k_test_000343,canonical,6,True,13.083471298217773,13.449239730834961,-0.3657684326171875,True,True,57,66
exp_c,gsm8k_test_000343,canonical,13,True,11.941507339477539,12.208501815795898,-0.2669944763183594,True,True,57,66
exp_c,gsm8k_test_000343,canonical,20,True,11.40085506439209,12.118121147155762,-0.7172660827636719,True,True,57,66
exp_c,gsm8k_test_000361,canonical,6,True,15.212684631347656,18.131017684936523,-2.918333053588867,True,False,58,66
exp_c,gsm8k_test_000361,canonical,13,True,11.679892539978027,11.626551628112793,0.053340911865234375,True,False,58,66
exp_c,gsm8k_test_000361,canonical,20,True,11.73320198059082,12.058362007141113,-0.32516002655029297,True,False,58,66
exp_c,gsm8k_test_000433,canonical,6,True,14.434781074523926,16.018522262573242,-1.5837411880493164,True,False,57,55
exp_c,gsm8k_test_000433,canonical,13,True,11.539929389953613,12.28390884399414,-0.7439794540405273,True,False,57,55
exp_c,gsm8k_test_000433,canonical,20,True,13.02544116973877,11.893887519836426,1.1315536499023438,True,False,57,55
exp_c,gsm8k_test_000449,canonical,6,True,13.429380416870117,12.340188980102539,1.0891914367675781,True,True,54,49
exp_c,gsm8k_test_000449,canonical,13,True,12.604988098144531,11.829811096191406,0.775177001953125,True,True,54,49
exp_c,gsm8k_test_000449,canonical,20,True,11.421736717224121,11.62524127960205,-0.2035045623779297,True,True,54,49
exp_c,gsm8k_test_000460,canonical,6,True,12.939537048339844,14.595438003540039,-1.6559009552001953,True,False,40,63
exp_c,gsm8k_test_000460,canonical,13,True,12.472491264343262,12.741499900817871,-0.2690086364746094,True,False,40,63
exp_c,gsm8k_test_000460,canonical,20,True,10.50724983215332,12.244840621948242,-1.7375907897949219,True,False,40,63
exp_c,gsm8k_test_000472,canonical,6,True,14.75961685180664,12.147893905639648,2.611722946166992,True,True,41,41
exp_c,gsm8k_test_000472,canonical,13,True,12.737112998962402,11.299539566040039,1.4375734329223633,True,True,41,41
exp_c,gsm8k_test_000472,canonical,20,True,11.375547409057617,12.172093391418457,-0.7965459823608398,True,True,41,41
exp_c,gsm8k_test_000514,canonical,6,True,12.747750282287598,13.651578903198242,-0.9038286209106445,True,True,49,59
exp_c,gsm8k_test_000514,canonical,13,True,11.011048316955566,11.79983901977539,-0.7887907028198242,True,True,49,59
exp_c,gsm8k_test_000514,canonical,20,True,10.819212913513184,11.068403244018555,-0.2491903305053711,True,True,49,59
exp_c,gsm8k_test_000523,canonical,6,True,13.2601957321167,16.218135833740234,-2.957940101623535,True,False,47,47
exp_c,gsm8k_test_000523,canonical,13,True,12.406346321105957,12.261094093322754,0.14525222778320312,True,False,47,47
exp_c,gsm8k_test_000523,canonical,20,True,11.820629119873047,11.64526653289795,0.17536258697509766,True,False,47,47
exp_c,gsm8k_test_000534,canonical,6,True,12.165307998657227,12.1871976852417,-0.021889686584472656,True,True,60,48
exp_c,gsm8k_test_000534,canonical,13,True,10.725591659545898,11.62474536895752,-0.8991537094116211,True,True,60,48
exp_c,gsm8k_test_000534,canonical,20,True,11.199033737182617,12.993462562561035,-1.794428825378418,True,True,60,48
exp_c,gsm8k_test_000543,canonical,6,True,12.612980842590332,14.121201515197754,-1.5082206726074219,True,True,42,55
exp_c,gsm8k_test_000543,canonical,13,True,11.400774955749512,13.455571174621582,-2.0547962188720703,True,True,42,55
exp_c,gsm8k_test_000543,canonical,20,True,11.684123039245605,12.939583778381348,-1.2554607391357422,True,True,42,55
exp_c,gsm8k_test_000549,canonical,6,True,13.426929473876953,14.816629409790039,-1.389699935913086,True,False,43,47
exp_c,gsm8k_test_000549,canonical,13,True,12.334856033325195,11.967316627502441,0.3675394058227539,True,False,43,47
exp_c,gsm8k_test_000549,canonical,20,True,10.401070594787598,12.07712459564209,-1.6760540008544922,True,False,43,47
exp_c,gsm8k_test_000585,canonical,6,True,14.253888130187988,12.506670951843262,1.7472171783447266,True,False,54,50
exp_c,gsm8k_test_000585,canonical,13,True,11.541388511657715,11.714305877685547,-0.17291736602783203,True,False,54,50
exp_c,gsm8k_test_000585,canonical,20,True,10.72463321685791,12.059494972229004,-1.3348617553710938,True,False,54,50
exp_c,gsm8k_test_000604,canonical,6,True,13.12786865234375,15.572219848632812,-2.4443511962890625,True,True,46,49
exp_c,gsm8k_test_000604,canonical,13,True,11.859493255615234,13.995475769042969,-2.1359825134277344,True,True,46,49
exp_c,gsm8k_test_000604,canonical,20,True,11.89594554901123,11.949816703796387,-0.05387115478515625,True,True,46,49
exp_c,gsm8k_test_000625,canonical,6,True,12.780095100402832,14.180405616760254,-1.4003105163574219,True,True,41,55
exp_c,gsm8k_test_000625,canonical,13,True,11.172233581542969,10.72445297241211,0.4477806091308594,True,True,41,55
exp_c,gsm8k_test_000625,canonical,20,True,10.561293601989746,10.954920768737793,-0.3936271667480469,True,True,41,55
exp_c,gsm8k_test_000629,canonical,6,True,16.052677154541016,12.404980659484863,3.6476964950561523,True,False,67,62
exp_c,gsm8k_test_000629,canonical,13,True,12.026956558227539,11.197017669677734,0.8299388885498047,True,False,67,62
exp_c,gsm8k_test_000629,canonical,20,True,11.317693710327148,11.476606369018555,-0.15891265869140625,True,False,67,62
exp_c,gsm8k_test_000640,canonical,6,True,11.429683685302734,13.01303768157959,-1.5833539962768555,True,False,73,76
exp_c,gsm8k_test_000640,canonical,13,True,10.943485260009766,10.611767768859863,0.33171749114990234,True,False,73,76
exp_c,gsm8k_test_000640,canonical,20,True,9.565176963806152,10.332176208496094,-0.7669992446899414,True,False,73,76
exp_c,gsm8k_test_000641,canonical,6,True,14.241477966308594,13.210261344909668,1.0312166213989258,True,False,65,53
exp_c,gsm8k_test_000641,canonical,13,True,10.29166316986084,12.116670608520508,-1.825007438659668,True,False,65,53
exp_c,gsm8k_test_000641,canonical,20,True,10.701708793640137,11.562239646911621,-0.8605308532714844,True,False,65,53
exp_c,gsm8k_test_000644,canonical,6,True,13.894935607910156,11.748213768005371,2.146721839904785,True,False,48,50
exp_c,gsm8k_test_000644,canonical,13,True,11.44440746307373,10.661337852478027,0.7830696105957031,True,False,48,50
exp_c,gsm8k_test_000644,canonical,20,True,12.064791679382324,11.468341827392578,0.5964498519897461,True,False,48,50
exp_c,gsm8k_test_000645,canonical,6,True,12.325302124023438,13.06382942199707,-0.7385272979736328,True,True,37,45
exp_c,gsm8k_test_000645,canonical,13,True,12.881179809570312,11.113746643066406,1.7674331665039062,True,True,37,45
exp_c,gsm8k_test_000645,canonical,20,True,11.294027328491211,12.079769134521484,-0.7857418060302734,True,True,37,45
exp_c,gsm8k_test_000655,canonical,6,True,14.678180694580078,14.951070785522461,-0.2728900909423828,True,True,49,46
exp_c,gsm8k_test_000655,canonical,13,True,13.12182331085205,12.86850357055664,0.25331974029541016,True,True,49,46
exp_c,gsm8k_test_000655,canonical,20,True,12.966242790222168,12.236895561218262,0.7293472290039062,True,True,49,46
exp_c,gsm8k_test_000695,canonical,6,True,15.779589653015137,13.191174507141113,2.5884151458740234,True,True,46,50
exp_c,gsm8k_test_000695,canonical,13,True,12.073779106140137,11.293496131896973,0.7802829742431641,True,True,46,50
exp_c,gsm8k_test_000695,canonical,20,True,11.808520317077637,11.176566123962402,0.6319541931152344,True,True,46,50
exp_c,gsm8k_test_000697,canonical,6,True,13.087495803833008,14.760068893432617,-1.6725730895996094,True,True,47,55
exp_c,gsm8k_test_000697,canonical,13,True,10.980295181274414,11.342571258544922,-0.3622760772705078,True,True,47,55
exp_c,gsm8k_test_000697,canonical,20,True,10.293383598327637,11.419161796569824,-1.1257781982421875,True,True,47,55
exp_c,gsm8k_test_000713,canonical,6,True,13.591185569763184,16.184532165527344,-2.59334659576416,True,True,43,48
exp_c,gsm8k_test_000713,canonical,13,True,12.135231018066406,12.303980827331543,-0.16874980926513672,True,True,43,48
exp_c,gsm8k_test_000713,canonical,20,True,10.903486251831055,11.844154357910156,-0.9406681060791016,True,True,43,48
exp_c,gsm8k_test_000759,canonical,6,True,12.309316635131836,10.78203010559082,1.5272865295410156,True,True,55,60
exp_c,gsm8k_test_000759,canonical,13,True,11.188237190246582,9.896787643432617,1.2914495468139648,True,True,55,60
exp_c,gsm8k_test_000759,canonical,20,True,10.739767074584961,11.092509269714355,-0.35274219512939453,True,True,55,60
exp_c,gsm8k_test_000760,canonical,6,True,13.5864839553833,13.582242965698242,0.004240989685058594,True,False,69,76
exp_c,gsm8k_test_000760,canonical,13,True,11.257085800170898,11.57570743560791,-0.3186216354370117,True,False,69,76
exp_c,gsm8k_test_000760,canonical,20,True,10.344098091125488,11.850486755371094,-1.5063886642456055,True,False,69,76
exp_c,gsm8k_test_000775,canonical,6,True,13.445194244384766,15.40537166595459,-1.9601774215698242,True,False,50,52
exp_c,gsm8k_test_000775,canonical,13,True,13.414432525634766,12.64242935180664,0.772003173828125,True,False,50,52
exp_c,gsm8k_test_000775,canonical,20,True,11.425387382507324,11.962747573852539,-0.5373601913452148,True,False,50,52
exp_c,gsm8k_test_000814,canonical,6,True,16.69948959350586,15.578019142150879,1.1214704513549805,False,False,52,53
exp_c,gsm8k_test_000814,canonical,13,True,13.631026268005371,12.639410018920898,0.9916162490844727,False,False,52,53
exp_c,gsm8k_test_000814,canonical,20,True,12.774178504943848,13.538095474243164,-0.7639169692993164,False,False,52,53
exp_c,gsm8k_test_000875,canonical,6,True,13.606287956237793,12.981526374816895,0.6247615814208984,True,False,47,49
exp_c,gsm8k_test_000875,canonical,13,True,14.973957061767578,13.432995796203613,1.5409612655639648,True,False,47,49
exp_c,gsm8k_test_000875,canonical,20,True,11.813383102416992,12.779644012451172,-0.9662609100341797,True,False,47,49
exp_c,gsm8k_test_000900,canonical,6,True,12.320061683654785,12.000714302062988,0.3193473815917969,True,True,45,47
exp_c,gsm8k_test_000900,canonical,13,True,11.975692749023438,12.887432098388672,-0.9117393493652344,True,True,45,47
exp_c,gsm8k_test_000900,canonical,20,True,12.761176109313965,12.422764778137207,0.3384113311767578,True,True,45,47
exp_c,gsm8k_test_000901,canonical,6,True,15.109723091125488,18.601966857910156,-3.492243766784668,True,False,44,51
exp_c,gsm8k_test_000901,canonical,13,True,12.824167251586914,13.272686958312988,-0.4485197067260742,True,False,44,51
exp_c,gsm8k_test_000901,canonical,20,True,11.400736808776855,11.782099723815918,-0.3813629150390625,True,False,44,51
exp_c,gsm8k_test_000923,canonical,6,True,14.920690536499023,20.515487670898438,-5.594797134399414,False,True,51,68
exp_c,gsm8k_test_000923,canonical,13,True,12.508597373962402,15.156255722045898,-2.647658348083496,False,True,51,68
exp_c,gsm8k_test_000923,canonical,20,True,12.497496604919434,12.649181365966797,-0.15168476104736328,False,True,51,68
exp_c,gsm8k_test_000924,canonical,6,True,15.114919662475586,17.28500747680664,-2.1700878143310547,True,True,52,53
exp_c,gsm8k_test_000924,canonical,13,True,11.533693313598633,13.923151969909668,-2.389458656311035,True,True,52,53
exp_c,gsm8k_test_000924,canonical,20,True,10.806652069091797,12.594621658325195,-1.7879695892333984,True,True,52,53
exp_c,gsm8k_test_000965,canonical,6,True,12.151801109313965,15.776168823242188,-3.6243677139282227,True,False,47,55
exp_c,gsm8k_test_000965,canonical,13,True,10.335225105285645,11.92015266418457,-1.5849275588989258,True,False,47,55
exp_c,gsm8k_test_000965,canonical,20,True,10.438300132751465,11.321523666381836,-0.8832235336303711,True,False,47,55
exp_c,gsm8k_test_000990,canonical,6,True,12.658666610717773,14.630363464355469,-1.9716968536376953,True,True,45,50
exp_c,gsm8k_test_000990,canonical,13,True,13.137778282165527,10.907524108886719,2.2302541732788086,True,True,45,50
exp_c,gsm8k_test_000990,canonical,20,True,10.98933219909668,11.363580703735352,-0.3742485046386719,True,True,45,50
exp_c,gsm8k_test_001017,canonical,6,True,14.40233039855957,15.998628616333008,-1.5962982177734375,True,True,53,56
exp_c,gsm8k_test_001017,canonical,13,True,13.096617698669434,12.661788940429688,0.4348287582397461,True,True,53,56
exp_c,gsm8k_test_001017,canonical,20,True,11.96523380279541,13.520769119262695,-1.5555353164672852,True,True,53,56
exp_c,gsm8k_test_001031,canonical,6,True,11.803945541381836,11.744501113891602,0.059444427490234375,True,True,52,52
exp_c,gsm8k_test_001031,canonical,13,True,12.10152530670166,11.829837799072266,0.27168750762939453,True,True,52,52
exp_c,gsm8k_test_001031,canonical,20,True,11.71249008178711,12.065281867980957,-0.35279178619384766,True,True,52,52
exp_c,gsm8k_test_001038,canonical,6,True,12.91859245300293,14.173081398010254,-1.2544889450073242,True,False,58,65
exp_c,gsm8k_test_001038,canonical,13,True,11.169290542602539,10.724411964416504,0.44487857818603516,True,False,58,65
exp_c,gsm8k_test_001038,canonical,20,True,10.264591217041016,12.11096477508545,-1.8463735580444336,True,False,58,65
exp_c,gsm8k_test_001043,canonical,6,True,13.672572135925293,11.787217140197754,1.885354995727539,True,True,47,50
exp_c,gsm8k_test_001043,canonical,13,True,11.7455472946167,9.358819961547852,2.3867273330688477,True,True,47,50
exp_c,gsm8k_test_001043,canonical,20,True,10.698594093322754,10.853226661682129,-0.154632568359375,True,True,47,50
exp_c,gsm8k_test_001059,canonical,6,True,12.505714416503906,16.482540130615234,-3.976825714111328,False,True,48,47
exp_c,gsm8k_test_001059,canonical,13,True,12.522067070007324,11.067572593688965,1.4544944763183594,False,True,48,47
exp_c,gsm8k_test_001059,canonical,20,True,11.595702171325684,11.655227661132812,-0.059525489807128906,False,True,48,47
exp_c,gsm8k_test_001082,canonical,6,True,14.221911430358887,11.375743865966797,2.84616756439209,False,False,53,43
exp_c,gsm8k_test_001082,canonical,13,True,11.320100784301758,10.80128002166748,0.5188207626342773,False,False,53,43
exp_c,gsm8k_test_001082,canonical,20,True,12.023006439208984,11.506471633911133,0.5165348052978516,False,False,53,43
exp_c,gsm8k_test_001094,canonical,6,True,15.059905052185059,14.454959869384766,0.604945182800293,True,False,44,49
exp_c,gsm8k_test_001094,canonical,13,True,13.061346054077148,11.762737274169922,1.2986087799072266,True,False,44,49
exp_c,gsm8k_test_001094,canonical,20,True,10.533655166625977,12.615957260131836,-2.0823020935058594,True,False,44,49
exp_c,gsm8k_test_001145,canonical,6,True,12.774264335632324,11.496283531188965,1.2779808044433594,True,False,48,46
exp_c,gsm8k_test_001145,canonical,13,True,11.656600952148438,11.96241283416748,-0.30581188201904297,True,False,48,46
exp_c,gsm8k_test_001145,canonical,20,True,12.201698303222656,12.612274169921875,-0.41057586669921875,True,False,48,46
exp_c,gsm8k_test_001182,canonical,6,True,13.155275344848633,20.13443374633789,-6.979158401489258,True,True,63,65
exp_c,gsm8k_test_001182,canonical,13,True,11.883237838745117,12.675009727478027,-0.7917718887329102,True,True,63,65
exp_c,gsm8k_test_001182,canonical,20,True,12.469691276550293,12.658028602600098,-0.1883373260498047,True,True,63,65
exp_c,gsm8k_test_001209,canonical,6,True,18.247940063476562,16.591476440429688,1.656463623046875,True,False,68,48
exp_c,gsm8k_test_001209,canonical,13,True,11.857301712036133,12.842815399169922,-0.9855136871337891,True,False,68,48
exp_c,gsm8k_test_001209,canonical,20,True,10.47783374786377,11.133015632629395,-0.655181884765625,True,False,68,48
exp_c,gsm8k_test_001221,canonical,6,True,13.772260665893555,11.46893310546875,2.3033275604248047,True,True,58,61
exp_c,gsm8k_test_001221,canonical,13,True,12.104275703430176,11.31310749053955,0.791168212890625,True,True,58,61
exp_c,gsm8k_test_001221,canonical,20,True,11.055909156799316,12.527660369873047,-1.4717512130737305,True,True,58,61
exp_c,gsm8k_test_001247,canonical,6,True,15.819328308105469,14.367563247680664,1.4517650604248047,False,False,47,45
exp_c,gsm8k_test_001247,canonical,13,True,11.891633033752441,11.829191207885742,0.06244182586669922,False,False,47,45
exp_c,gsm8k_test_001247,canonical,20,True,11.474895477294922,12.805859565734863,-1.3309640884399414,False,False,47,45
exp_c,gsm8k_test_001253,canonical,6,True,13.560879707336426,12.74289608001709,0.8179836273193359,True,False,46,47
exp_c,gsm8k_test_001253,canonical,13,True,14.681877136230469,12.433061599731445,2.2488155364990234,True,False,46,47
exp_c,gsm8k_test_001253,canonical,20,True,13.634440422058105,13.011402130126953,0.6230382919311523,True,False,46,47
exp_c,gsm8k_test_001275,canonical,6,True,15.642681121826172,17.542980194091797,-1.900299072265625,True,False,54,60
exp_c,gsm8k_test_001275,canonical,13,True,12.303972244262695,10.611888885498047,1.6920833587646484,True,False,54,60
exp_c,gsm8k_test_001275,canonical,20,True,11.409540176391602,11.473897933959961,-0.06435775756835938,True,False,54,60
exp_c,gsm8k_test_001307,canonical,6,True,13.823539733886719,12.701988220214844,1.121551513671875,True,True,42,40
exp_c,gsm8k_test_001307,canonical,13,True,12.158173561096191,11.619112968444824,0.5390605926513672,True,True,42,40
exp_c,gsm8k_test_001307,canonical,20,True,11.897137641906738,11.485738754272461,0.41139888763427734,True,True,42,40
