example_id,thinking_token_count,valid_layers,observed_layers,expected_layers,invalid_reasons,keep
gsm8k_test_000389,281,3,3,3,,True
gsm8k_test_000395,177,3,3,3,,True
gsm8k_test_000398,210,3,3,3,,True
gsm8k_test_000415,509,3,3,3,,True
gsm8k_test_000426,180,3,3,3,,True
gsm8k_test_000432,249,3,3,3,,True
gsm8k_test_000433,226,3,3,3,,True
gsm8k_test_000448,352,3,3,3,,True
gsm8k_test_000449,240,3,3,3,,True
gsm8k_test_000460,220,3,3,3,,True
gsm8k_test_000472,209,3,3,3,,True
gsm8k_test_000491,273,3,3,3,,True
gsm8k_test_000503,252,3,3,3,,True
gsm8k_test_000509,440,3,3,3,,True
gsm8k_test_000514,227,3,3,3,,True
gsm8k_test_000518,237,3,3,3,,True
gsm8k_test_000523,415,3,3,3,,True
gsm8k_test_000531,277,3,3,3,,True
gsm8k_test_000532,514,3,3,3,,True
gsm8k_test_000534,364,3,3,3,,True
gsm8k_test_000543,284,3,3,3,,True
gsm8k_test_000549,349,3,3,3,,True
gsm8k_test_000560,186,3,3,3,,True
gsm8k_test_000561,143,3,3,3,,True
gsm8k_test_000564,355,3,3,3,,True
gsm8k_test_000568,200,3,3,3,,True
gsm8k_test_000582,185,3,3,3,,True
gsm8k_test_000585,345,3,3,3,,True
gsm8k_test_000586,240,3,3,3,,True
gsm8k_test_000595,245,3,3,3,,True
gsm8k_test_000604,223,3,3,3,,True
gsm8k_test_000605,204,3,3,3,,True
gsm8k_test_000625,226,3,3,3,,True
gsm8k_test_000629,378,3,3,3,,True
gsm8k_test_000633,278,3,3,3,,True
gsm8k_test_000640,314,3,3,3,,True
gsm8k_test_000641,410,3,3,3,,True
gsm8k_test_000644,183,3,3,3,,True
gsm8k_test_000645,146,3,3,3,,True
gsm8k_test_000655,106,3,3,3,,True
gsm8k_test_000668,168,3,3,3,,True
gsm8k_test_000684,316,3,3,3,,True
gsm8k_test_000695,117,3,3,3,,True
gsm8k_test_000697,170,3,3,3,,True
gsm8k_test_000713,310,3,3,3,,True
gsm8k_test_000740,258,3,3,3,,True
gsm8k_test_000759,277,3,3,3,,True
gsm8k_test_000760,227,3,3,3,,True
gsm8k_test_000767,92,3,3,3,,True
gsm8k_test_000775,357,3,3,3,,True
gsm8k_test_000776,288,3,3,3,,True
gsm8k_test_000781,234,3,3,3,,True
gsm8k_test_000782,265,3,3,3,,True
gsm8k_test_000795,169,3,3,3,,True
gsm8k_test_000814,343,3,3,3,,True
gsm8k_test_000828,218,3,3,3,,True
gsm8k_test_000829,205,3,3,3,,True
gsm8k_test_000830,514,3,3,3,,True
gsm8k_test_000848,227,3,3,3,,True
gsm8k_test_000852,514,3,3,3,,True
gsm8k_test_000871,245,3,3,3,,True
gsm8k_test_000875,150,3,3,3,,True
gsm8k_test_000891,416,3,3,3,,True
gsm8k_test_000896,240,3,3,3,,True
gsm8k_test_000900,262,3,3,3,,True
gsm8k_test_000901,500,3,3,3,,True
gsm8k_test_000911,174,3,3,3,,True
gsm8k_test_000913,278,3,3,3,,True
gsm8k_test_000914,245,3,3,3,,True
gsm8k_test_000915,123,3,3,3,,True
gsm8k_test_000917,99,3,3,3,,True
gsm8k_test_000921,155,3,3,3,,True
gsm8k_test_000923,514,3,3,3,,True
gsm8k_test_000924,245,3,3,3,,True
gsm8k_test_000930,234,3,3,3,,True
gsm8k_test_000948,281,3,3,3,,True
gsm8k_test_000956,184,3,3,3,,True
gsm8k_test_000960,514,3,3,3,,True
gsm8k_test_000965,291,3,3,3,,True
gsm8k_test_000977,159,3,3,3,,True
gsm8k_test_000988,239,3,3,3,,True
gsm8k_test_000990,322,3,3,3,,True
gsm8k_test_000995,388,3,3,3,,True
gsm8k_test_001002,126,3,3,3,,True
gsm8k_test_001006,184,3,3,3,,True
gsm8k_test_001008,271,3,3,3,,True
gsm8k_test_001009,309,3,3,3,,True
gsm8k_test_001013,298,3,3,3,,True
gsm8k_test_001017,514,3,3,3,,True
gsm8k_test_001026,289,3,3,3,,True
gsm8k_test_001031,352,3,3,3,,True
gsm8k_test_001038,255,3,3,3,,True
gsm8k_test_001043,263,3,3,3,,True
gsm8k_test_001047,253,3,3,3,,True
gsm8k_test_001052,473,3,3,3,,True
gsm8k_test_001058,171,3,3,3,,True
gsm8k_test_001059,301,3,3,3,,True
gsm8k_test_001079,314,3,3,3,,True
gsm8k_test_001082,223,3,3,3,,True
gsm8k_test_001088,491,3,3,3,,True
gsm8k_test_001090,273,3,3,3,,True
gsm8k_test_001094,374,3,3,3,,True
gsm8k_test_001096,351,3,3,3,,True
gsm8k_test_001098,108,3,3,3,,True
gsm8k_test_001106,134,3,3,3,,True
gsm8k_test_001108,154,3,3,3,,True
gsm8k_test_001123,248,3,3,3,,True
gsm8k_test_001136,144,3,3,3,,True
gsm8k_test_001144,260,3,3,3,,True
gsm8k_test_001145,274,3,3,3,,True
gsm8k_test_001161,514,3,3,3,,True
gsm8k_test_001164,192,3,3,3,,True
gsm8k_test_001165,284,3,3,3,,True
gsm8k_test_001178,160,3,3,3,,True
gsm8k_test_001181,449,3,3,3,,True
gsm8k_test_001182,341,3,3,3,,True
gsm8k_test_001183,348,3,3,3,,True
gsm8k_test_001186,186,3,3,3,,True
gsm8k_test_001188,336,3,3,3,,True
gsm8k_test_001191,236,3,3,3,,True
gsm8k_test_001201,218,3,3,3,,True
gsm8k_test_001208,257,3,3,3,,True
gsm8k_test_001209,210,3,3,3,,True
gsm8k_test_001221,99,3,3,3,,True
gsm8k_test_001225,265,3,3,3,,True
gsm8k_test_001232,149,3,3,3,,True
gsm8k_test_001246,195,3,3,3,,True
gsm8k_test_001247,312,3,3,3,,True
gsm8k_test_001251,514,3,3,3,,True
gsm8k_test_001253,151,3,3,3,,True
gsm8k_test_001255,224,3,3,3,,True
gsm8k_test_001263,407,3,3,3,,True
gsm8k_test_001271,398,3,3,3,,True
gsm8k_test_001275,344,3,3,3,,True
gsm8k_test_001289,403,3,3,3,,True
gsm8k_test_001291,131,3,3,3,,True
gsm8k_test_001307,139,3,3,3,,True
gsm8k_test_001311,225,3,3,3,,True
gsm8k_test_001313,239,3,3,3,,True
gsm8k_test_001317,288,3,3,3,,True
