model,model_label,model_sort_key,layer,segment_label,token_category,mean_lid,median_lid,n
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,reasoning_discourse_marker,11.586405,11.813336,95
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,short_function_word,11.468194,10.611517,246
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,special_delimiter,27.320671,27.774685,30
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,content_word,12.5301,11.571465,322
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,digits_math_symbols,9.804599,8.738375,651
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,newline_formatting,8.419289,7.8711176,277
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,punctuation,9.333223,7.866316,146
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,reasoning_discourse_marker,12.609899,11.812265,112
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,short_function_word,12.247443,11.319701,245
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,special_delimiter,38.609383,36.590424,30
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,content_word,12.891888,9.122026,1898
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,digits_math_symbols,9.203425,7.859332,2436
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,newline_formatting,9.47972,8.348212,723
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,punctuation,14.090872,11.757711,110
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,reasoning_discourse_marker,14.592188,12.944017,180
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,short_function_word,12.2302065,9.476011,1979
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,special_delimiter,38.08848,37.67286,60
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,content_word,13.056862,11.704072,358
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,digits_math_symbols,11.0155,10.110069,593
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,newline_formatting,8.690373,8.586483,244
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,punctuation,10.36407,9.618492,222
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,reasoning_discourse_marker,9.519763,8.904738,95
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,short_function_word,12.272421,11.398941,246
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,special_delimiter,30.374424,28.385586,30
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,content_word,13.621965,12.602337,322
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,digits_math_symbols,10.534797,9.568276,651
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,newline_formatting,8.5147,8.001884,277
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,punctuation,10.916491,10.272617,146
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,reasoning_discourse_marker,10.428671,9.722807,112
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,short_function_word,12.79539,12.049281,245
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,special_delimiter,25.236223,24.571373,30
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,content_word,13.295891,10.525223,1898
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,digits_math_symbols,8.968426,7.5586023,2436
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,newline_formatting,9.31153,8.061128,723
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,punctuation,12.151569,9.842167,110
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,reasoning_discourse_marker,14.115883,13.069629,180
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,short_function_word,11.529051,9.075763,1979
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,special_delimiter,26.221548,24.837305,60
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,content_word,18.13657,16.473644,343
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,digits_math_symbols,9.735263,8.071572,499
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,newline_formatting,5.2500963,3.9944782,192
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,punctuation,6.4754734,5.9523134,217
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,reasoning_discourse_marker,23.697294,23.20389,103
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,short_function_word,12.47641,10.014974,245
Qwen_Qwen3-4B,4B,4.0,6,no_think_answer,special_delimiter,41.12798,37.47226,30
Qwen_Qwen3-4B,4B,4.0,6,think_answer,content_word,22.37329,18.279749,326
Qwen_Qwen3-4B,4B,4.0,6,think_answer,digits_math_symbols,8.668478,7.371793,552
Qwen_Qwen3-4B,4B,4.0,6,think_answer,newline_formatting,6.399757,5.6113024,219
Qwen_Qwen3-4B,4B,4.0,6,think_answer,punctuation,8.044769,6.9352355,195
Qwen_Qwen3-4B,4B,4.0,6,think_answer,reasoning_discourse_marker,24.5071,23.754341,106
Qwen_Qwen3-4B,4B,4.0,6,think_answer,short_function_word,14.208277,11.085642,194
Qwen_Qwen3-4B,4B,4.0,6,think_answer,special_delimiter,44.232952,37.73035,30
Qwen_Qwen3-4B,4B,4.0,6,thinking,content_word,24.644943,9.608511,1576
Qwen_Qwen3-4B,4B,4.0,6,thinking,digits_math_symbols,6.9567194,5.0786905,2185
Qwen_Qwen3-4B,4B,4.0,6,thinking,newline_formatting,7.6116357,5.6989055,667
Qwen_Qwen3-4B,4B,4.0,6,thinking,punctuation,20.635794,14.202391,86
Qwen_Qwen3-4B,4B,4.0,6,thinking,reasoning_discourse_marker,25.026892,16.583588,158
Qwen_Qwen3-4B,4B,4.0,6,thinking,short_function_word,17.521996,8.928766,1486
Qwen_Qwen3-4B,4B,4.0,6,thinking,special_delimiter,20.909002,20.497967,60
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,content_word,13.5994425,12.708206,343
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,digits_math_symbols,10.4853,9.453656,499
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,newline_formatting,7.0701103,6.99659,192
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,punctuation,8.969733,7.0288534,217
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,reasoning_discourse_marker,14.26686,12.785665,103
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,short_function_word,12.381608,11.62703,245
Qwen_Qwen3-4B,4B,4.0,13,no_think_answer,special_delimiter,21.373743,19.306423,30
Qwen_Qwen3-4B,4B,4.0,13,think_answer,content_word,15.614273,14.03112,326
Qwen_Qwen3-4B,4B,4.0,13,think_answer,digits_math_symbols,9.115455,8.192316,552
Qwen_Qwen3-4B,4B,4.0,13,think_answer,newline_formatting,7.860572,7.3681335,219
Qwen_Qwen3-4B,4B,4.0,13,think_answer,punctuation,10.135959,8.578777,195
Qwen_Qwen3-4B,4B,4.0,13,think_answer,reasoning_discourse_marker,17.286385,14.668366,106
Qwen_Qwen3-4B,4B,4.0,13,think_answer,short_function_word,14.451596,13.248589,194
Qwen_Qwen3-4B,4B,4.0,13,think_answer,special_delimiter,19.666328,19.12576,30
Qwen_Qwen3-4B,4B,4.0,13,thinking,content_word,13.900469,10.32605,1576
Qwen_Qwen3-4B,4B,4.0,13,thinking,digits_math_symbols,8.421246,7.077557,2185
Qwen_Qwen3-4B,4B,4.0,13,thinking,newline_formatting,9.579963,7.2286096,667
Qwen_Qwen3-4B,4B,4.0,13,thinking,punctuation,16.161026,12.818148,86
Qwen_Qwen3-4B,4B,4.0,13,thinking,reasoning_discourse_marker,15.976552,13.166523,158
Qwen_Qwen3-4B,4B,4.0,13,thinking,short_function_word,13.073145,10.351807,1486
Qwen_Qwen3-4B,4B,4.0,13,thinking,special_delimiter,18.28394,16.963001,60
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,content_word,11.228616,10.124902,343
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,digits_math_symbols,11.74588,10.795315,499
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,newline_formatting,9.396819,9.060038,192
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,punctuation,10.501639,9.63931,217
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,reasoning_discourse_marker,11.537172,11.245709,103
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,short_function_word,11.534968,10.251842,245
Qwen_Qwen3-4B,4B,4.0,20,no_think_answer,special_delimiter,23.716045,21.861946,30
Qwen_Qwen3-4B,4B,4.0,20,think_answer,content_word,11.777261,11.082731,326
Qwen_Qwen3-4B,4B,4.0,20,think_answer,digits_math_symbols,10.347871,9.533876,552
Qwen_Qwen3-4B,4B,4.0,20,think_answer,newline_formatting,10.224675,8.682808,219
Qwen_Qwen3-4B,4B,4.0,20,think_answer,punctuation,10.9087515,10.155707,195
Qwen_Qwen3-4B,4B,4.0,20,think_answer,reasoning_discourse_marker,12.616266,11.786334,106
Qwen_Qwen3-4B,4B,4.0,20,think_answer,short_function_word,12.088088,11.186948,194
Qwen_Qwen3-4B,4B,4.0,20,think_answer,special_delimiter,19.657438,18.558018,30
Qwen_Qwen3-4B,4B,4.0,20,thinking,content_word,21.522406,10.906918,1576
Qwen_Qwen3-4B,4B,4.0,20,thinking,digits_math_symbols,11.68281,8.7768,2185
Qwen_Qwen3-4B,4B,4.0,20,thinking,newline_formatting,21.018635,9.409552,667
Qwen_Qwen3-4B,4B,4.0,20,thinking,punctuation,14.131054,12.622553,86
Qwen_Qwen3-4B,4B,4.0,20,thinking,reasoning_discourse_marker,13.074163,11.746901,158
Qwen_Qwen3-4B,4B,4.0,20,thinking,short_function_word,12.346655,11.019047,1486
Qwen_Qwen3-4B,4B,4.0,20,thinking,special_delimiter,18.782219,17.82592,60
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,content_word,25.944468,23.322218,339
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,digits_math_symbols,10.096142,8.753067,581
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,newline_formatting,5.263381,4.358575,207
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,punctuation,8.850129,6.9136868,211
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,reasoning_discourse_marker,26.786999,26.542404,95
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,short_function_word,16.157778,13.027719,215
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,special_delimiter,48.429626,41.873993,30
Qwen_Qwen3-8B,8B,8.0,6,think_answer,content_word,24.070974,21.832874,288
Qwen_Qwen3-8B,8B,8.0,6,think_answer,digits_math_symbols,8.91676,7.316144,586
Qwen_Qwen3-8B,8B,8.0,6,think_answer,newline_formatting,5.735081,5.0211062,219
Qwen_Qwen3-8B,8B,8.0,6,think_answer,punctuation,8.66031,7.1268463,180
Qwen_Qwen3-8B,8B,8.0,6,think_answer,reasoning_discourse_marker,24.299982,23.622747,103
Qwen_Qwen3-8B,8B,8.0,6,think_answer,short_function_word,14.670236,12.583184,169
Qwen_Qwen3-8B,8B,8.0,6,think_answer,special_delimiter,45.974384,41.3518,30
Qwen_Qwen3-8B,8B,8.0,6,thinking,content_word,26.152735,8.7658,1869
Qwen_Qwen3-8B,8B,8.0,6,thinking,digits_math_symbols,6.7439995,4.9880486,2547
Qwen_Qwen3-8B,8B,8.0,6,thinking,newline_formatting,8.1746645,5.9773035,665
Qwen_Qwen3-8B,8B,8.0,6,thinking,punctuation,15.4293375,10.182193,84
Qwen_Qwen3-8B,8B,8.0,6,thinking,reasoning_discourse_marker,26.79457,11.1334,198
Qwen_Qwen3-8B,8B,8.0,6,thinking,short_function_word,18.254045,8.069261,1710
Qwen_Qwen3-8B,8B,8.0,6,thinking,special_delimiter,125.0138,112.308624,60
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,content_word,15.067172,13.888427,339
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,digits_math_symbols,10.721264,9.643035,581
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,newline_formatting,6.750548,6.6538997,207
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,punctuation,10.546777,8.737357,211
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,reasoning_discourse_marker,15.457937,14.61829,95
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,short_function_word,13.779527,13.086558,215
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,special_delimiter,27.740122,27.324886,30
Qwen_Qwen3-8B,8B,8.0,13,think_answer,content_word,16.251305,15.451199,288
Qwen_Qwen3-8B,8B,8.0,13,think_answer,digits_math_symbols,9.3554945,8.189421,586
Qwen_Qwen3-8B,8B,8.0,13,think_answer,newline_formatting,7.086943,7.0233893,219
Qwen_Qwen3-8B,8B,8.0,13,think_answer,punctuation,11.096619,9.462099,180
Qwen_Qwen3-8B,8B,8.0,13,think_answer,reasoning_discourse_marker,16.13621,15.61148,103
Qwen_Qwen3-8B,8B,8.0,13,think_answer,short_function_word,15.238229,14.352814,169
Qwen_Qwen3-8B,8B,8.0,13,think_answer,special_delimiter,20.778002,20.355396,30
Qwen_Qwen3-8B,8B,8.0,13,thinking,content_word,14.414711,10.4081335,1869
Qwen_Qwen3-8B,8B,8.0,13,thinking,digits_math_symbols,8.898794,7.485218,2547
Qwen_Qwen3-8B,8B,8.0,13,thinking,newline_formatting,9.913602,7.763736,665
Qwen_Qwen3-8B,8B,8.0,13,thinking,punctuation,13.792752,11.389719,84
Qwen_Qwen3-8B,8B,8.0,13,thinking,reasoning_discourse_marker,16.406635,11.6556225,198
Qwen_Qwen3-8B,8B,8.0,13,thinking,short_function_word,13.678199,10.025197,1710
Qwen_Qwen3-8B,8B,8.0,13,thinking,special_delimiter,54.375343,46.17131,60
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,content_word,12.233474,11.135789,339
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,digits_math_symbols,11.499291,10.55185,581
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,newline_formatting,9.976558,9.476263,207
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,punctuation,11.59099,9.92016,211
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,reasoning_discourse_marker,10.749404,10.047029,95
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,short_function_word,12.175678,11.254233,215
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,special_delimiter,34.801582,31.59959,30
Qwen_Qwen3-8B,8B,8.0,20,think_answer,content_word,12.000375,11.114219,288
Qwen_Qwen3-8B,8B,8.0,20,think_answer,digits_math_symbols,10.529326,9.5472145,586
Qwen_Qwen3-8B,8B,8.0,20,think_answer,newline_formatting,10.386646,9.443325,219
Qwen_Qwen3-8B,8B,8.0,20,think_answer,punctuation,11.338706,11.070456,180
Qwen_Qwen3-8B,8B,8.0,20,think_answer,reasoning_discourse_marker,10.6752405,10.663937,103
Qwen_Qwen3-8B,8B,8.0,20,think_answer,short_function_word,12.195105,11.357465,169
Qwen_Qwen3-8B,8B,8.0,20,think_answer,special_delimiter,24.236998,22.12999,30
Qwen_Qwen3-8B,8B,8.0,20,thinking,content_word,12.393735,11.182689,1869
Qwen_Qwen3-8B,8B,8.0,20,thinking,digits_math_symbols,25.547947,9.007159,2547
Qwen_Qwen3-8B,8B,8.0,20,thinking,newline_formatting,47.531998,9.852676,665
Qwen_Qwen3-8B,8B,8.0,20,thinking,punctuation,12.791304,11.231417,84
Qwen_Qwen3-8B,8B,8.0,20,thinking,reasoning_discourse_marker,12.430988,11.004549,198
Qwen_Qwen3-8B,8B,8.0,20,thinking,short_function_word,12.437161,11.038912,1710
Qwen_Qwen3-8B,8B,8.0,20,thinking,special_delimiter,46.082844,38.9987,60
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,content_word,32.254505,27.907492,291
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,digits_math_symbols,9.546294,8.360108,620
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,newline_formatting,5.93916,5.537548,212
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,punctuation,9.276959,7.505883,176
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,reasoning_discourse_marker,27.042906,24.335356,105
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,short_function_word,22.002811,19.053852,214
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,special_delimiter,42.163193,39.750526,30
Qwen_Qwen3-14B,14B,14.0,6,think_answer,content_word,34.150963,29.60562,291
Qwen_Qwen3-14B,14B,14.0,6,think_answer,digits_math_symbols,9.324114,7.7487583,664
Qwen_Qwen3-14B,14B,14.0,6,think_answer,newline_formatting,7.739639,5.363825,244
Qwen_Qwen3-14B,14B,14.0,6,think_answer,punctuation,9.478497,7.6298804,189
Qwen_Qwen3-14B,14B,14.0,6,think_answer,reasoning_discourse_marker,31.711834,29.167023,112
Qwen_Qwen3-14B,14B,14.0,6,think_answer,short_function_word,24.070808,18.557459,160
Qwen_Qwen3-14B,14B,14.0,6,think_answer,special_delimiter,57.074776,50.76564,30
Qwen_Qwen3-14B,14B,14.0,6,thinking,content_word,31.46309,10.388512,1654
Qwen_Qwen3-14B,14B,14.0,6,thinking,digits_math_symbols,6.423032,5.1771426,2525
Qwen_Qwen3-14B,14B,14.0,6,thinking,newline_formatting,8.65029,6.3153853,684
Qwen_Qwen3-14B,14B,14.0,6,thinking,punctuation,14.669525,9.704482,108
Qwen_Qwen3-14B,14B,14.0,6,thinking,reasoning_discourse_marker,26.25931,13.012575,180
Qwen_Qwen3-14B,14B,14.0,6,thinking,short_function_word,22.593,8.96513,1572
Qwen_Qwen3-14B,14B,14.0,6,thinking,special_delimiter,86.68986,70.10417,60
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,content_word,16.753294,15.343448,291
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,digits_math_symbols,10.128953,9.242832,620
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,newline_formatting,6.9366593,6.7810345,212
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,punctuation,11.009894,9.331626,176
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,reasoning_discourse_marker,16.922583,16.504845,105
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,short_function_word,14.605236,13.471878,214
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,special_delimiter,18.874647,18.22995,30
Qwen_Qwen3-14B,14B,14.0,13,think_answer,content_word,19.486118,17.253082,291
Qwen_Qwen3-14B,14B,14.0,13,think_answer,digits_math_symbols,9.798242,8.97904,664
Qwen_Qwen3-14B,14B,14.0,13,think_answer,newline_formatting,7.3129807,6.2694154,244
Qwen_Qwen3-14B,14B,14.0,13,think_answer,punctuation,11.518515,10.723226,189
Qwen_Qwen3-14B,14B,14.0,13,think_answer,reasoning_discourse_marker,19.21968,17.182114,112
Qwen_Qwen3-14B,14B,14.0,13,think_answer,short_function_word,16.83514,15.518982,160
Qwen_Qwen3-14B,14B,14.0,13,think_answer,special_delimiter,19.81323,18.990501,30
Qwen_Qwen3-14B,14B,14.0,13,thinking,content_word,16.730192,12.445383,1654
Qwen_Qwen3-14B,14B,14.0,13,thinking,digits_math_symbols,9.221066,7.6033864,2525
Qwen_Qwen3-14B,14B,14.0,13,thinking,newline_formatting,9.675189,8.307125,684
Qwen_Qwen3-14B,14B,14.0,13,thinking,punctuation,13.765064,11.547787,108
Qwen_Qwen3-14B,14B,14.0,13,thinking,reasoning_discourse_marker,17.955215,14.963158,180
Qwen_Qwen3-14B,14B,14.0,13,thinking,short_function_word,16.235409,12.248695,1572
Qwen_Qwen3-14B,14B,14.0,13,thinking,special_delimiter,46.929646,43.008728,60
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,content_word,14.92635,13.755404,291
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,digits_math_symbols,11.364714,10.654833,620
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,newline_formatting,7.872296,7.5911856,212
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,punctuation,11.953965,10.262683,176
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,reasoning_discourse_marker,14.833399,13.294004,105
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,short_function_word,15.041865,13.602067,214
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,special_delimiter,19.097523,18.022408,30
Qwen_Qwen3-14B,14B,14.0,20,think_answer,content_word,14.891962,13.505273,291
Qwen_Qwen3-14B,14B,14.0,20,think_answer,digits_math_symbols,10.797777,9.952844,664
Qwen_Qwen3-14B,14B,14.0,20,think_answer,newline_formatting,8.657363,7.637434,244
Qwen_Qwen3-14B,14B,14.0,20,think_answer,punctuation,12.874049,10.982673,189
Qwen_Qwen3-14B,14B,14.0,20,think_answer,reasoning_discourse_marker,16.011204,14.619873,112
Qwen_Qwen3-14B,14B,14.0,20,think_answer,short_function_word,15.5499935,14.662254,160
Qwen_Qwen3-14B,14B,14.0,20,think_answer,special_delimiter,20.129143,19.743366,30
Qwen_Qwen3-14B,14B,14.0,20,thinking,content_word,15.101514,13.261784,1654
Qwen_Qwen3-14B,14B,14.0,20,thinking,digits_math_symbols,10.824554,9.7184105,2525
Qwen_Qwen3-14B,14B,14.0,20,thinking,newline_formatting,10.976444,9.640877,684
Qwen_Qwen3-14B,14B,14.0,20,thinking,punctuation,14.557234,12.42757,108
Qwen_Qwen3-14B,14B,14.0,20,thinking,reasoning_discourse_marker,16.066183,14.662157,180
Qwen_Qwen3-14B,14B,14.0,20,thinking,short_function_word,15.280168,13.233379,1572
Qwen_Qwen3-14B,14B,14.0,20,thinking,special_delimiter,29.417244,27.359436,60
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,content_word,25.791887,21.842869,294
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,digits_math_symbols,9.9398775,8.704706,478
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,newline_formatting,4.8502035,3.9381478,191
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,punctuation,8.801788,7.419795,173
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,reasoning_discourse_marker,25.237349,24.985632,112
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,short_function_word,16.135437,11.7360735,195
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,special_delimiter,30.03149,29.969437,30
Qwen_Qwen3-32B,32B,32.0,6,think_answer,content_word,28.08676,24.37535,272
Qwen_Qwen3-32B,32B,32.0,6,think_answer,digits_math_symbols,9.521605,8.02964,500
Qwen_Qwen3-32B,32B,32.0,6,think_answer,newline_formatting,6.1292057,4.6227937,218
Qwen_Qwen3-32B,32B,32.0,6,think_answer,punctuation,9.230685,7.818903,166
Qwen_Qwen3-32B,32B,32.0,6,think_answer,reasoning_discourse_marker,34.65704,32.43172,111
Qwen_Qwen3-32B,32B,32.0,6,think_answer,short_function_word,18.777927,14.597995,171
Qwen_Qwen3-32B,32B,32.0,6,think_answer,special_delimiter,27.008698,25.846214,30
Qwen_Qwen3-32B,32B,32.0,6,thinking,content_word,35.194027,10.525158,1682
Qwen_Qwen3-32B,32B,32.0,6,thinking,digits_math_symbols,5.564438,4.19125,2170
Qwen_Qwen3-32B,32B,32.0,6,thinking,newline_formatting,8.89868,6.398929,647
Qwen_Qwen3-32B,32B,32.0,6,thinking,punctuation,24.966274,17.506968,66
Qwen_Qwen3-32B,32B,32.0,6,thinking,reasoning_discourse_marker,31.728765,18.125565,154
Qwen_Qwen3-32B,32B,32.0,6,thinking,short_function_word,24.980824,8.425791,1527
Qwen_Qwen3-32B,32B,32.0,6,thinking,special_delimiter,165.629,147.37897,60
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,content_word,21.258497,17.60184,294
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,digits_math_symbols,10.510902,9.450413,478
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,newline_formatting,5.731192,4.9596925,191
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,punctuation,11.841721,11.159877,173
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,reasoning_discourse_marker,16.818157,16.396292,112
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,short_function_word,14.245863,12.139249,195
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,special_delimiter,31.699884,30.567314,30
Qwen_Qwen3-32B,32B,32.0,13,think_answer,content_word,23.025917,20.24955,272
Qwen_Qwen3-32B,32B,32.0,13,think_answer,digits_math_symbols,9.707065,8.624924,500
Qwen_Qwen3-32B,32B,32.0,13,think_answer,newline_formatting,6.705834,5.7616606,218
Qwen_Qwen3-32B,32B,32.0,13,think_answer,punctuation,12.723627,11.304396,166
Qwen_Qwen3-32B,32B,32.0,13,think_answer,reasoning_discourse_marker,19.029015,17.457607,111
