model,model_label,model_sort_key,layer,segment_label,token_category,mean_lid,median_lid,n
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,reasoning_discourse_marker,11.586405,11.813336,95
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,short_function_word,11.468194,10.611517,246
Qwen_Qwen3-1.7B,1.7B,1.7,13,no_think_answer,special_delimiter,27.320671,27.774685,30
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,content_word,12.5301,11.571465,322
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,digits_math_symbols,9.804599,8.738375,651
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,newline_formatting,8.419289,7.8711176,277
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,punctuation,9.333223,7.866316,146
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,reasoning_discourse_marker,12.609899,11.812265,112
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,short_function_word,12.247443,11.319701,245
Qwen_Qwen3-1.7B,1.7B,1.7,13,think_answer,special_delimiter,38.609383,36.590424,30
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,content_word,12.891888,9.122026,1898
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,digits_math_symbols,9.203425,7.859332,2436
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,newline_formatting,9.47972,8.348212,723
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,punctuation,14.090872,11.757711,110
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,reasoning_discourse_marker,14.592188,12.944017,180
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,short_function_word,12.2302065,9.476011,1979
Qwen_Qwen3-1.7B,1.7B,1.7,13,thinking,special_delimiter,38.08848,37.67286,60
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,content_word,13.056862,11.704072,358
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,digits_math_symbols,11.0155,10.110069,593
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,newline_formatting,8.690373,8.586483,244
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,punctuation,10.36407,9.618492,222
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,reasoning_discourse_marker,9.519763,8.904738,95
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,short_function_word,12.272421,11.398941,246
Qwen_Qwen3-1.7B,1.7B,1.7,20,no_think_answer,special_delimiter,30.374424,28.385586,30
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,content_word,13.621965,12.602337,322
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,digits_math_symbols,10.534797,9.568276,651
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,newline_formatting,8.5147,8.001884,277
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,punctuation,10.916491,10.272617,146
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,reasoning_discourse_marker,10.428671,9.722807,112
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,short_function_word,12.79539,12.049281,245
Qwen_Qwen3-1.7B,1.7B,1.7,20,think_answer,special_delimiter,25.236223,24.571373,30
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,content_word,13.295891,10.525223,1898
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,digits_math_symbols,8.968426,7.5586023,2436
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,newline_formatting,9.31153,8.061128,723
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,punctuation,12.151569,9.842167,110
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,reasoning_discourse_marker,14.115883,13.069629,180
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,short_function_word,11.529051,9.075763,1979
Qwen_Qwen3-1.7B,1.7B,1.7,20,thinking,special_delimiter,26.221548,24.837305,60
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,content_word,22.178686,19.792696,349
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,digits_math_symbols,10.048534,8.640647,517
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,newline_formatting,5.2692556,4.292413,199
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,punctuation,7.8901987,6.449749,191
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,reasoning_discourse_marker,24.035385,23.482298,99
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,short_function_word,14.385689,11.476481,229
Qwen_Qwen3-8B,8B,8.0,6,no_think_answer,special_delimiter,47.3904,40.60314,30
Qwen_Qwen3-8B,8B,8.0,6,think_answer,content_word,22.726824,20.731894,305
Qwen_Qwen3-8B,8B,8.0,6,think_answer,digits_math_symbols,9.746043,8.492073,536
Qwen_Qwen3-8B,8B,8.0,6,think_answer,newline_formatting,5.7380414,5.0592365,216
Qwen_Qwen3-8B,8B,8.0,6,think_answer,punctuation,8.391557,6.923456,180
Qwen_Qwen3-8B,8B,8.0,6,think_answer,reasoning_discourse_marker,24.311892,23.368496,106
Qwen_Qwen3-8B,8B,8.0,6,think_answer,short_function_word,14.487853,12.05422,184
Qwen_Qwen3-8B,8B,8.0,6,think_answer,special_delimiter,45.55438,41.613342,30
Qwen_Qwen3-8B,8B,8.0,6,thinking,content_word,26.468992,8.570925,1891
Qwen_Qwen3-8B,8B,8.0,6,thinking,digits_math_symbols,6.710195,5.0761905,2388
Qwen_Qwen3-8B,8B,8.0,6,thinking,newline_formatting,8.598233,6.1683025,702
Qwen_Qwen3-8B,8B,8.0,6,thinking,punctuation,12.962098,9.606607,85
Qwen_Qwen3-8B,8B,8.0,6,thinking,reasoning_discourse_marker,24.675665,10.165525,200
Qwen_Qwen3-8B,8B,8.0,6,thinking,short_function_word,17.595724,8.071796,1735
Qwen_Qwen3-8B,8B,8.0,6,thinking,special_delimiter,116.1605,102.629906,60
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,content_word,14.65349,13.331879,349
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,digits_math_symbols,10.600096,9.83837,517
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,newline_formatting,6.8469553,6.6340213,199
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,punctuation,9.873639,8.586068,191
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,reasoning_discourse_marker,14.704134,14.101539,99
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,short_function_word,12.783121,12.108435,229
Qwen_Qwen3-8B,8B,8.0,13,no_think_answer,special_delimiter,27.80426,26.642563,30
Qwen_Qwen3-8B,8B,8.0,13,think_answer,content_word,16.366205,15.242017,305
Qwen_Qwen3-8B,8B,8.0,13,think_answer,digits_math_symbols,9.795949,8.9377,536
Qwen_Qwen3-8B,8B,8.0,13,think_answer,newline_formatting,7.0111184,6.785406,216
Qwen_Qwen3-8B,8B,8.0,13,think_answer,punctuation,11.369834,9.426752,180
Qwen_Qwen3-8B,8B,8.0,13,think_answer,reasoning_discourse_marker,16.668863,15.412121,106
Qwen_Qwen3-8B,8B,8.0,13,think_answer,short_function_word,14.739047,13.67033,184
Qwen_Qwen3-8B,8B,8.0,13,think_answer,special_delimiter,22.422874,22.33937,30
Qwen_Qwen3-8B,8B,8.0,13,thinking,content_word,13.995484,10.357172,1891
Qwen_Qwen3-8B,8B,8.0,13,thinking,digits_math_symbols,8.78941,7.3979034,2388
Qwen_Qwen3-8B,8B,8.0,13,thinking,newline_formatting,9.951496,7.788511,702
Qwen_Qwen3-8B,8B,8.0,13,thinking,punctuation,13.38843,10.739363,85
Qwen_Qwen3-8B,8B,8.0,13,thinking,reasoning_discourse_marker,15.237951,11.524029,200
Qwen_Qwen3-8B,8B,8.0,13,thinking,short_function_word,13.374981,10.023025,1735
Qwen_Qwen3-8B,8B,8.0,13,thinking,special_delimiter,47.315113,45.008347,60
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,content_word,12.12776,11.319198,349
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,digits_math_symbols,11.639208,11.001806,517
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,newline_formatting,10.0303755,9.712176,199
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,punctuation,11.333121,9.92016,191
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,reasoning_discourse_marker,10.592899,9.565518,99
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,short_function_word,11.434044,11.05854,229
Qwen_Qwen3-8B,8B,8.0,20,no_think_answer,special_delimiter,34.824898,31.301178,30
Qwen_Qwen3-8B,8B,8.0,20,think_answer,content_word,11.719348,11.125254,305
Qwen_Qwen3-8B,8B,8.0,20,think_answer,digits_math_symbols,10.689555,9.811752,536
Qwen_Qwen3-8B,8B,8.0,20,think_answer,newline_formatting,10.282499,9.336985,216
Qwen_Qwen3-8B,8B,8.0,20,think_answer,punctuation,11.527745,11.113001,180
Qwen_Qwen3-8B,8B,8.0,20,think_answer,reasoning_discourse_marker,10.646258,10.673304,106
Qwen_Qwen3-8B,8B,8.0,20,think_answer,short_function_word,11.576619,10.78703,184
Qwen_Qwen3-8B,8B,8.0,20,think_answer,special_delimiter,24.33492,23.099136,30
Qwen_Qwen3-8B,8B,8.0,20,thinking,content_word,12.365284,11.26482,1891
Qwen_Qwen3-8B,8B,8.0,20,thinking,digits_math_symbols,20.563467,9.038639,2388
Qwen_Qwen3-8B,8B,8.0,20,thinking,newline_formatting,43.244022,9.825611,702
Qwen_Qwen3-8B,8B,8.0,20,thinking,punctuation,12.355009,11.477763,85
Qwen_Qwen3-8B,8B,8.0,20,thinking,reasoning_discourse_marker,11.699811,10.879628,200
Qwen_Qwen3-8B,8B,8.0,20,thinking,short_function_word,12.282717,10.946238,1735
Qwen_Qwen3-8B,8B,8.0,20,thinking,special_delimiter,40.101562,38.460014,60
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,content_word,34.68896,27.932697,283
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,digits_math_symbols,10.091659,8.798155,580
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,newline_formatting,5.5905776,5.029911,221
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,punctuation,9.177896,7.789095,180
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,reasoning_discourse_marker,27.012913,24.431572,108
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,short_function_word,22.372118,18.101305,207
Qwen_Qwen3-14B,14B,14.0,6,no_think_answer,special_delimiter,44.885742,42.09008,30
Qwen_Qwen3-14B,14B,14.0,6,think_answer,content_word,32.8638,27.739994,280
Qwen_Qwen3-14B,14B,14.0,6,think_answer,digits_math_symbols,9.810303,8.577438,586
Qwen_Qwen3-14B,14B,14.0,6,think_answer,newline_formatting,7.760345,5.7427793,233
Qwen_Qwen3-14B,14B,14.0,6,think_answer,punctuation,9.55075,7.637705,194
Qwen_Qwen3-14B,14B,14.0,6,think_answer,reasoning_discourse_marker,28.835043,27.049582,111
Qwen_Qwen3-14B,14B,14.0,6,think_answer,short_function_word,21.616339,18.227156,171
Qwen_Qwen3-14B,14B,14.0,6,think_answer,special_delimiter,52.80989,50.760956,30
Qwen_Qwen3-14B,14B,14.0,6,thinking,content_word,33.59209,10.66177,1868
Qwen_Qwen3-14B,14B,14.0,6,thinking,digits_math_symbols,6.493824,5.2202673,2342
Qwen_Qwen3-14B,14B,14.0,6,thinking,newline_formatting,8.765761,6.8886366,753
Qwen_Qwen3-14B,14B,14.0,6,thinking,punctuation,18.65196,11.927933,119
Qwen_Qwen3-14B,14B,14.0,6,thinking,reasoning_discourse_marker,30.810558,17.292261,197
Qwen_Qwen3-14B,14B,14.0,6,thinking,short_function_word,21.721806,9.09837,1677
Qwen_Qwen3-14B,14B,14.0,6,thinking,special_delimiter,85.82482,80.96927,60
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,content_word,16.939253,15.66965,283
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,digits_math_symbols,10.716892,9.743394,580
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,newline_formatting,6.6154695,6.5632625,221
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,punctuation,11.139441,8.863632,180
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,reasoning_discourse_marker,16.56055,15.518788,108
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,short_function_word,14.718725,13.185536,207
Qwen_Qwen3-14B,14B,14.0,13,no_think_answer,special_delimiter,18.712393,17.699062,30
Qwen_Qwen3-14B,14B,14.0,13,think_answer,content_word,18.969687,16.46264,280
Qwen_Qwen3-14B,14B,14.0,13,think_answer,digits_math_symbols,10.4088,9.6116705,586
Qwen_Qwen3-14B,14B,14.0,13,think_answer,newline_formatting,7.219978,6.2578187,233
Qwen_Qwen3-14B,14B,14.0,13,think_answer,punctuation,11.482376,9.281641,194
Qwen_Qwen3-14B,14B,14.0,13,think_answer,reasoning_discourse_marker,17.416126,16.261377,111
Qwen_Qwen3-14B,14B,14.0,13,think_answer,short_function_word,15.720145,14.179164,171
Qwen_Qwen3-14B,14B,14.0,13,think_answer,special_delimiter,19.209023,19.07772,30
Qwen_Qwen3-14B,14B,14.0,13,thinking,content_word,16.564041,12.455055,1868
Qwen_Qwen3-14B,14B,14.0,13,thinking,digits_math_symbols,9.473122,7.9894533,2342
Qwen_Qwen3-14B,14B,14.0,13,thinking,newline_formatting,9.916892,8.3546095,753
Qwen_Qwen3-14B,14B,14.0,13,thinking,punctuation,15.758246,12.865402,119
Qwen_Qwen3-14B,14B,14.0,13,thinking,reasoning_discourse_marker,19.117653,15.749922,197
Qwen_Qwen3-14B,14B,14.0,13,thinking,short_function_word,16.089533,12.106041,1677
Qwen_Qwen3-14B,14B,14.0,13,thinking,special_delimiter,50.5063,43.665207,60
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,content_word,14.816185,13.22749,283
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,digits_math_symbols,11.965637,11.170045,580
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,newline_formatting,7.7307334,7.4398675,221
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,punctuation,12.280572,9.934097,180
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,reasoning_discourse_marker,15.105769,13.976904,108
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,short_function_word,15.932573,14.623377,207
Qwen_Qwen3-14B,14B,14.0,20,no_think_answer,special_delimiter,17.636423,16.684525,30
Qwen_Qwen3-14B,14B,14.0,20,think_answer,content_word,14.3419485,12.829345,280
Qwen_Qwen3-14B,14B,14.0,20,think_answer,digits_math_symbols,11.440448,10.811373,586
Qwen_Qwen3-14B,14B,14.0,20,think_answer,newline_formatting,8.273441,7.780765,233
Qwen_Qwen3-14B,14B,14.0,20,think_answer,punctuation,12.430211,10.430252,194
Qwen_Qwen3-14B,14B,14.0,20,think_answer,reasoning_discourse_marker,15.477631,14.517983,111
Qwen_Qwen3-14B,14B,14.0,20,think_answer,short_function_word,15.416762,14.480986,171
Qwen_Qwen3-14B,14B,14.0,20,think_answer,special_delimiter,19.830982,18.66592,30
Qwen_Qwen3-14B,14B,14.0,20,thinking,content_word,15.358731,13.495384,1868
Qwen_Qwen3-14B,14B,14.0,20,thinking,digits_math_symbols,11.015371,9.805618,2342
Qwen_Qwen3-14B,14B,14.0,20,thinking,newline_formatting,10.994771,9.547484,753
Qwen_Qwen3-14B,14B,14.0,20,thinking,punctuation,16.107628,13.69727,119
Qwen_Qwen3-14B,14B,14.0,20,thinking,reasoning_discourse_marker,16.679453,14.988008,197
Qwen_Qwen3-14B,14B,14.0,20,thinking,short_function_word,14.964359,13.019755,1677
Qwen_Qwen3-14B,14B,14.0,20,thinking,special_delimiter,31.202864,27.699799,60
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,content_word,25.748676,22.196976,332
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,digits_math_symbols,9.839193,7.992811,562
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,newline_formatting,5.3297524,4.1759453,195
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,punctuation,8.791729,7.5314307,188
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,reasoning_discourse_marker,25.19935,25.411682,104
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,short_function_word,16.960922,12.705119,229
Qwen_Qwen3-32B,32B,32.0,6,no_think_answer,special_delimiter,33.828987,30.881062,30
Qwen_Qwen3-32B,32B,32.0,6,think_answer,content_word,30.740393,25.893559,278
Qwen_Qwen3-32B,32B,32.0,6,think_answer,digits_math_symbols,9.493211,7.866748,637
Qwen_Qwen3-32B,32B,32.0,6,think_answer,newline_formatting,6.458701,4.769441,227
Qwen_Qwen3-32B,32B,32.0,6,think_answer,punctuation,9.97155,8.246628,186
Qwen_Qwen3-32B,32B,32.0,6,think_answer,reasoning_discourse_marker,32.889664,31.376717,114
Qwen_Qwen3-32B,32B,32.0,6,think_answer,short_function_word,21.12786,14.928638,184
Qwen_Qwen3-32B,32B,32.0,6,think_answer,special_delimiter,31.13973,29.199678,30
Qwen_Qwen3-32B,32B,32.0,6,thinking,content_word,38.44377,13.792313,1624
Qwen_Qwen3-32B,32B,32.0,6,thinking,digits_math_symbols,5.844847,4.5040536,2517
Qwen_Qwen3-32B,32B,32.0,6,thinking,newline_formatting,9.16291,5.9480424,697
Qwen_Qwen3-32B,32B,32.0,6,thinking,punctuation,21.249226,13.75781,90
Qwen_Qwen3-32B,32B,32.0,6,thinking,reasoning_discourse_marker,29.702263,18.307287,158
Qwen_Qwen3-32B,32B,32.0,6,thinking,short_function_word,25.430923,8.64741,1553
Qwen_Qwen3-32B,32B,32.0,6,thinking,special_delimiter,167.99753,159.54501,60
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,content_word,21.097559,17.417248,332
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,digits_math_symbols,10.289065,8.989493,562
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,newline_formatting,6.2336245,5.7694616,195
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,punctuation,12.539414,11.740219,188
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,reasoning_discourse_marker,17.307121,16.582867,104
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,short_function_word,15.011502,13.15878,229
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,special_delimiter,34.96179,33.98263,30
Qwen_Qwen3-32B,32B,32.0,13,think_answer,content_word,24.169317,19.951086,278
Qwen_Qwen3-32B,32B,32.0,13,think_answer,digits_math_symbols,9.856076,8.664364,637
Qwen_Qwen3-32B,32B,32.0,13,think_answer,newline_formatting,6.9702997,6.182521,227
Qwen_Qwen3-32B,32B,32.0,13,think_answer,punctuation,13.470458,12.214953,186
Qwen_Qwen3-32B,32B,32.0,13,think_answer,reasoning_discourse_marker,18.71601,17.686733,114
Qwen_Qwen3-32B,32B,32.0,13,think_answer,short_function_word,16.963303,15.255217,184
Qwen_Qwen3-32B,32B,32.0,13,think_answer,special_delimiter,37.027092,35.541576,30
Qwen_Qwen3-32B,32B,32.0,13,thinking,content_word,20.5221,14.673624,1624
Qwen_Qwen3-32B,32B,32.0,13,thinking,digits_math_symbols,8.816709,6.717978,2517
Qwen_Qwen3-32B,32B,32.0,13,thinking,newline_formatting,9.620515,7.675537,697
Qwen_Qwen3-32B,32B,32.0,13,thinking,punctuation,26.318983,22.732197,90
Qwen_Qwen3-32B,32B,32.0,13,thinking,reasoning_discourse_marker,19.604088,18.749699,158
Qwen_Qwen3-32B,32B,32.0,13,thinking,short_function_word,17.600498,12.690016,1553
Qwen_Qwen3-32B,32B,32.0,13,thinking,special_delimiter,117.07305,93.33203,60
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,content_word,18.461977,15.972802,332
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,digits_math_symbols,11.106852,10.053908,562
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,newline_formatting,7.482579,6.695431,195
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,punctuation,12.543921,11.277004,188
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,reasoning_discourse_marker,14.492861,14.3253,104
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,short_function_word,13.413559,11.430595,229
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,special_delimiter,24.798784,23.39922,30
Qwen_Qwen3-32B,32B,32.0,20,think_answer,content_word,21.426004,18.859959,278
Qwen_Qwen3-32B,32B,32.0,20,think_answer,digits_math_symbols,10.951936,10.168852,637
Qwen_Qwen3-32B,32B,32.0,20,think_answer,newline_formatting,7.950163,7.5136633,227
Qwen_Qwen3-32B,32B,32.0,20,think_answer,punctuation,12.960397,12.141507,186
Qwen_Qwen3-32B,32B,32.0,20,think_answer,reasoning_discourse_marker,16.004898,14.740391,114
Qwen_Qwen3-32B,32B,32.0,20,think_answer,short_function_word,16.160059,13.710979,184
Qwen_Qwen3-32B,32B,32.0,20,think_answer,special_delimiter,21.397764,20.80529,30
Qwen_Qwen3-32B,32B,32.0,20,thinking,content_word,17.465857,13.817499,1624
Qwen_Qwen3-32B,32B,32.0,20,thinking,digits_math_symbols,12.091087,9.897517,2517
Qwen_Qwen3-32B,32B,32.0,20,thinking,newline_formatting,11.637895,9.991619,697
Qwen_Qwen3-32B,32B,32.0,20,thinking,punctuation,25.029516,24.984127,90
Qwen_Qwen3-32B,32B,32.0,20,thinking,reasoning_discourse_marker,17.641535,16.132015,158
Qwen_Qwen3-32B,32B,32.0,20,thinking,short_function_word,16.247288,13.468871,1553
Qwen_Qwen3-32B,32B,32.0,20,thinking,special_delimiter,65.93789,78.76941,60
